Drug_ATC,Drug_name,Side_effect,Freq_media
A16AA01,carnitine,Abdominal pain,0.1159999999999999
A16AA01,carnitine,Gastrointestinal pain,0.116
A16AA01,carnitine,Amblyopia,0.0366666666666666
A16AA01,carnitine,Anaemia,0.0579999999999999
A16AA01,carnitine,Decreased appetite,0.0424999999999999
A16AA01,carnitine,Anxiety,0.0266666666666666
A16AA01,carnitine,Arrhythmia,0.0333333333333333
A16AA01,carnitine,Asthenia,0.0925
A16AA01,carnitine,Atrial fibrillation,0.04
A16AA01,carnitine,Back pain,0.0825
A16AA01,carnitine,Bronchitis,0.04
A16AA01,carnitine,Cardiovascular disorder,0.05
A16AA01,carnitine,Chest pain,0.1175
A16AA01,carnitine,Infection,0.165
A16AA01,carnitine,Constipation,0.045
A16AA01,carnitine,Cough,0.1325
A16AA01,carnitine,Depression,0.0466666666666666
A16AA01,carnitine,Diarrhoea,0.178
A16AA01,carnitine,Dizziness,0.134
A16AA01,carnitine,Dysgeusia,0.0466666666666666
A16AA01,carnitine,Dyspepsia,0.075
A16AA01,carnitine,Dyspnoea,0.1
A16AA01,carnitine,Rash,0.0366666666666666
A16AA01,carnitine,Dermatitis,0.0366666666666666
A16AA01,carnitine,Eye disorder,0.04
A16AA01,carnitine,Body temperature increased,0.0699999999999999
A16AA01,carnitine,Gastrointestinal disorder,0.0325
A16AA01,carnitine,Headache,0.18
A16AA01,carnitine,Haemorrhage,0.048
A16AA01,carnitine,Haemoglobin,0.048
A16AA01,carnitine,Hypercalcaemia,0.0819999999999999
A16AA01,carnitine,Hyperkalaemia,0.06
A16AA01,carnitine,Hypersensitivity,0.0433333333333333
A16AA01,carnitine,Hypertension,0.1825
A16AA01,carnitine,Hypotension,0.1399999999999999
A16AA01,carnitine,Influenza,0.272
A16AA01,carnitine,Muscle spasms,0.0833333333333333
A16AA01,carnitine,Melaena,0.0366666666666666
A16AA01,carnitine,Hypertonia,0.03
A16AA01,carnitine,Nausea,0.088
A16AA01,carnitine,Pain,0.3339999999999999
A16AA01,carnitine,Palpitations,0.0533333333333333
A16AA01,carnitine,Parathyroid disorder,0.035
A16AA01,carnitine,Paraesthesia,0.0574999999999999
A16AA01,carnitine,Pharyngitis,0.244
A16AA01,carnitine,Pruritus,0.0725
A16AA01,carnitine,Renal failure,0.055
A16AA01,carnitine,Rhinitis,0.09
A16AA01,carnitine,Sinusitis,0.0333333333333333
A16AA01,carnitine,Tachycardia,0.0625
A16AA01,carnitine,Urinary tract infection,0.0366666666666666
A16AA01,carnitine,Angiopathy,0.0333333333333333
A16AA01,carnitine,Vertigo,0.04
A16AA01,carnitine,Vomiting,0.154
A16AA01,carnitine,Weight increased,0.0325
A16AA01,carnitine,Weight decreased,0.0475
A16AA01,carnitine,Oedema peripheral,0.0424999999999999
A16AA01,carnitine,Injection site reaction,0.3925
A16AA01,carnitine,Injury,0.1
A16AA01,carnitine,Impaired gastric emptying,0.05
A16AA01,carnitine,Gastric atony,0.05
A16AA01,carnitine,Myalgia,0.06
A16AA01,carnitine,Musculoskeletal discomfort,0.06
A16AA01,carnitine,Electrocardiogram abnormal,0.0366666666666666
A16AA01,carnitine,Fluid overload,0.0925
A16AA01,carnitine,Insomnia,0.0475
A16AA01,carnitine,Drug dependence,0.0333333333333333
L01XD04,5-aminolevulinic,Oedema,0.005
L01XD04,5-aminolevulinic,Excoriation,0.005
L01XD04,5-aminolevulinic,Haemorrhage,0.02
L01XD04,5-aminolevulinic,Haemoglobin,0.02
L01XD04,5-aminolevulinic,Pain,0.005
L01XD04,5-aminolevulinic,Pruritus,0.11
L01XD04,5-aminolevulinic,Skin disorder,0.0566666666666666
L01XD04,5-aminolevulinic,Ulcer,0.02
L01XD04,5-aminolevulinic,Rash pustular,0.02
L01XD04,5-aminolevulinic,Gamma-glutamyltransferase increased,0.505
L01XD04,5-aminolevulinic,Aspartate aminotransferase increased,0.505
L01XD04,5-aminolevulinic,Alanine aminotransferase increased,0.505
L01XD04,5-aminolevulinic,Skin hyperpigmentation,0.2775
L01XD04,5-aminolevulinic,Scab,0.2414285714285714
L01XD04,5-aminolevulinic,Urticaria,0.025
L01XD04,5-aminolevulinic,Tenderness,0.01
L01XD04,5-aminolevulinic,Blood bilirubin increased,0.505
L01XD04,5-aminolevulinic,Dysaesthesia,0.01
L01XD04,5-aminolevulinic,Amylase increased,0.505
V03AF03,leucovorin,Alopecia,0.2333333333333333
V03AF03,leucovorin,Decreased appetite,0.1025
V03AF03,leucovorin,Infection,0.042
V03AF03,leucovorin,Constipation,0.02
V03AF03,leucovorin,Dermatitis,0.1181190476190476
V03AF03,leucovorin,Diarrhoea,0.365
V03AF03,leucovorin,Rash,0.0005
V03AF03,leucovorin,Fatigue,0.072
V03AF03,leucovorin,Asthenia,0.072
V03AF03,leucovorin,Hypersensitivity,0.0005
V03AF03,leucovorin,Lethargy,0.072
V03AF03,leucovorin,Leukopenia,0.55
V03AF03,leucovorin,Nausea,0.3823076923076923
V03AF03,leucovorin,Pruritus,0.0005
V03AF03,leucovorin,Convulsion,0.005
V03AF03,leucovorin,Stomatitis,0.4753846153846153
V03AF03,leucovorin,Thrombocytopenia,0.064
V03AF03,leucovorin,Vomiting,0.2661538461538462
V03AF03,leucovorin,Malaise,0.072
V03AF03,leucovorin,Discomfort,0.072
V03AF03,leucovorin,Feeling abnormal,0.072
V03AF03,leucovorin,Ill-defined disorder,0.072
V03AF03,leucovorin,Sensitisation,0.005
V03AF03,leucovorin,Dyspnoea,0.0005
V03AF03,leucovorin,Chills,0.0005
V03AF04,leucovorin,Alopecia,0.2333333333333333
V03AF04,leucovorin,Decreased appetite,0.1025
V03AF04,leucovorin,Infection,0.042
V03AF04,leucovorin,Constipation,0.02
V03AF04,leucovorin,Dermatitis,0.1181190476190476
V03AF04,leucovorin,Diarrhoea,0.365
V03AF04,leucovorin,Rash,0.0005
V03AF04,leucovorin,Fatigue,0.072
V03AF04,leucovorin,Asthenia,0.072
V03AF04,leucovorin,Hypersensitivity,0.0005
V03AF04,leucovorin,Lethargy,0.072
V03AF04,leucovorin,Leukopenia,0.55
V03AF04,leucovorin,Nausea,0.3823076923076923
V03AF04,leucovorin,Pruritus,0.0005
V03AF04,leucovorin,Convulsion,0.005
V03AF04,leucovorin,Stomatitis,0.4753846153846153
V03AF04,leucovorin,Thrombocytopenia,0.064
V03AF04,leucovorin,Vomiting,0.2661538461538462
V03AF04,leucovorin,Malaise,0.072
V03AF04,leucovorin,Discomfort,0.072
V03AF04,leucovorin,Feeling abnormal,0.072
V03AF04,leucovorin,Ill-defined disorder,0.072
V03AF04,leucovorin,Sensitisation,0.005
V03AF04,leucovorin,Dyspnoea,0.0005
V03AF04,leucovorin,Chills,0.0005
V03AF06,leucovorin,Alopecia,0.2333333333333333
V03AF06,leucovorin,Decreased appetite,0.1025
V03AF06,leucovorin,Infection,0.042
V03AF06,leucovorin,Constipation,0.02
V03AF06,leucovorin,Dermatitis,0.1181190476190476
V03AF06,leucovorin,Diarrhoea,0.365
V03AF06,leucovorin,Rash,0.0005
V03AF06,leucovorin,Fatigue,0.072
V03AF06,leucovorin,Asthenia,0.072
V03AF06,leucovorin,Hypersensitivity,0.0005
V03AF06,leucovorin,Lethargy,0.072
V03AF06,leucovorin,Leukopenia,0.55
V03AF06,leucovorin,Nausea,0.3823076923076923
V03AF06,leucovorin,Pruritus,0.0005
V03AF06,leucovorin,Convulsion,0.005
V03AF06,leucovorin,Stomatitis,0.4753846153846153
V03AF06,leucovorin,Thrombocytopenia,0.064
V03AF06,leucovorin,Vomiting,0.2661538461538462
V03AF06,leucovorin,Malaise,0.072
V03AF06,leucovorin,Discomfort,0.072
V03AF06,leucovorin,Feeling abnormal,0.072
V03AF06,leucovorin,Ill-defined disorder,0.072
V03AF06,leucovorin,Sensitisation,0.005
V03AF06,leucovorin,Dyspnoea,0.0005
V03AF06,leucovorin,Chills,0.0005
G02AD02,PGE2,Disseminated intravascular coagulation,0.0005
G02AD02,PGE2,Anaphylactoid syndrome of pregnancy,0.0005
G02AD02,PGE2,Foetal distress syndrome,0.0324655769230769
G02AD02,PGE2,Foetal heart rate,0.0945845499999999
G02AD02,PGE2,Hypersensitivity,0.0005
G02AD02,PGE2,Hypotension,0.0005
G02AD02,PGE2,Immune system disorder,0.0005
G02AD02,PGE2,Pregnancy,0.0005
G02AD02,PGE2,Uterine rupture,0.0005
G02AD02,PGE2,Angiopathy,0.0005
G02AD02,PGE2,Failed induction of labour,0.01724425
G02AD02,PGE2,Uterine hypertonus,0.0207777777777777
G02AD02,PGE2,Death neonatal,0.0005
B01AC09,prostacyclin,Gastrointestinal pain,0.05
B01AC09,prostacyclin,Abdominal pain,0.05
B01AC09,prostacyclin,Anaemia,0.0005
B01AC09,prostacyclin,Decreased appetite,0.565
B01AC09,prostacyclin,Anxiety,0.1366666666666666
B01AC09,prostacyclin,Arthralgia,0.745
B01AC09,prostacyclin,Musculoskeletal discomfort,0.56
B01AC09,prostacyclin,Back pain,0.02
B01AC09,prostacyclin,Neck pain,0.745
B01AC09,prostacyclin,Chest pain,0.11
B01AC09,prostacyclin,Diarrhoea,0.245
B01AC09,prostacyclin,Dizziness,0.5366666666666666
B01AC09,prostacyclin,Dyspepsia,0.01
B01AC09,prostacyclin,Dyspnoea,0.02
B01AC09,prostacyclin,Eczema,0.145
B01AC09,prostacyclin,Rash,0.145
B01AC09,prostacyclin,Dermatitis,0.145
B01AC09,prostacyclin,Body temperature increased,0.18
B01AC09,prostacyclin,Flushing,0.25
B01AC09,prostacyclin,Headache,0.432
B01AC09,prostacyclin,Hyperaesthesia,0.0699999999999999
B01AC09,prostacyclin,Hypersplenism,0.0005
B01AC09,prostacyclin,Hyperthyroidism,0.0005
B01AC09,prostacyclin,Hypoaesthesia,0.0499999999999999
B01AC09,prostacyclin,Hypotension,0.0966666666666666
B01AC09,prostacyclin,Musculoskeletal pain,0.1766666666666666
B01AC09,prostacyclin,Nausea,0.408
B01AC09,prostacyclin,Nervousness,0.1366666666666666
B01AC09,prostacyclin,Tension,0.1366666666666666
B01AC09,prostacyclin,Pain,0.745
B01AC09,prostacyclin,Pancytopenia,0.0005
B01AC09,prostacyclin,Paraesthesia,0.0499999999999999
B01AC09,prostacyclin,Sepsis,0.18
B01AC09,prostacyclin,Skin ulcer,0.315
B01AC09,prostacyclin,Splenomegaly,0.0005
B01AC09,prostacyclin,Hyperhidrosis,0.01
B01AC09,prostacyclin,Tachycardia,0.1999999999999999
B01AC09,prostacyclin,Tremor,0.15
B01AC09,prostacyclin,Urticaria,0.145
B01AC09,prostacyclin,Vomiting,0.408
B01AC09,prostacyclin,Chills,0.18
B01AC09,prostacyclin,Agitation,0.11
B01AC09,prostacyclin,Myalgia,0.375
B01AC09,prostacyclin,Pain in jaw,0.43
B01AC09,prostacyclin,Influenza like illness,0.18
B01AC09,prostacyclin,Bradycardia,0.05
G02AD01,prostaglandin,Back pain,0.0152715
G02AD01,prostaglandin,Foetal distress syndrome,0.0207777777777777
G02AD01,prostaglandin,Body temperature increased,0.01269055
G02AD01,prostaglandin,Foetal heart rate,0.1574505
G02AD01,prostaglandin,Uterine hypertonus,0.0207777777777777
G02AD01,prostaglandin,Bradycardia,0.0357103
C01EB10,adenosine,Anaphylactic shock,0.0005
C01EB10,adenosine,Angioedema,0.0005
C01EB10,adenosine,Apnoea,0.0005
C01EB10,adenosine,Arrhythmia,0.01
C01EB10,adenosine,Atrial fibrillation,0.0005
C01EB10,adenosine,Bronchospasm,0.0005
C01EB10,adenosine,Chest pain,0.1336666666666666
C01EB10,adenosine,Dizziness,0.0761
C01EB10,adenosine,Dyspnoea,0.2
C01EB10,adenosine,Rash,0.0005
C01EB10,adenosine,Dermatitis,0.0005
C01EB10,adenosine,Flushing,0.31
C01EB10,adenosine,Headache,0.0999999999999999
C01EB10,adenosine,Cardiac arrest,0.0005
C01EB10,adenosine,Cardiac disorder,0.0005
C01EB10,adenosine,Cardiac failure,0.0005
C01EB10,adenosine,Hypertension,0.0005
C01EB10,adenosine,Hyperventilation,0.0005
C01EB10,adenosine,Hypotension,0.01025
C01EB10,adenosine,Mediastinal disorder,0.0005
C01EB10,adenosine,Myocardial infarction,0.0005
C01EB10,adenosine,Acute coronary syndrome,0.0005
C01EB10,adenosine,Nausea,0.01525
C01EB10,adenosine,Nervousness,0.02
C01EB10,adenosine,Tension,0.02
C01EB10,adenosine,Sensory loss,0.00525
C01EB10,adenosine,Hypoaesthesia,0.00525
C01EB10,adenosine,Palpitations,0.0005
C01EB10,adenosine,Paraesthesia,0.0135
C01EB10,adenosine,Convulsion,0.0005
C01EB10,adenosine,Sinoatrial block,0.0005
C01EB10,adenosine,Device capturing issue,0.0005
C01EB10,adenosine,Cerebrovascular accident,0.0005
C01EB10,adenosine,Hyperhidrosis,0.0005
C01EB10,adenosine,Loss of consciousness,0.0005
C01EB10,adenosine,Shock,0.0005
C01EB10,adenosine,Syncope,0.0005
C01EB10,adenosine,Tachycardia,0.0005
C01EB10,adenosine,Sinus tachycardia,0.0005
C01EB10,adenosine,Torsade de pointes,0.0005
C01EB10,adenosine,Urticaria,0.0005
C01EB10,adenosine,Ventricular fibrillation,0.0005
C01EB10,adenosine,Ventricular tachycardia,0.0005
C01EB10,adenosine,Vomiting,0.0005
C01EB10,adenosine,Ventricular arrhythmia,0.0005
C01EB10,adenosine,Atrioventricular block first degree,0.03
C01EB10,adenosine,Atrioventricular block complete,0.0005
C01EB10,adenosine,Haemorrhage intracranial,0.0005
C01EB10,adenosine,Injection site reaction,0.0005
C01EB10,adenosine,Myocardial ischaemia,0.0005
C01EB10,adenosine,Respiratory arrest,0.0005
C01EB10,adenosine,Abdominal discomfort,0.13
C01EB10,adenosine,Discomfort,0.07525
C01EB10,adenosine,Chest discomfort,0.29
C01EB10,adenosine,Throat tightness,0.0005
C01EB10,adenosine,Atrioventricular block second degree,0.03
C01EB10,adenosine,Bradycardia,0.0005
C01EB10,adenosine,Blood pressure increased,0.0005
C01EB10,adenosine,Electrocardiogram ST segment elevation,0.0005
C01EB10,adenosine,Electrocardiogram ST segment depression,0.03
C01EB10,adenosine,Sinus arrest,0.0005
C01EB10,adenosine,Limb discomfort,0.04
C01EB10,adenosine,Respiratory failure,0.0005
C01EB10,adenosine,Coronary artery disease,0.0005
J05AB03,adenosine,Anaphylactic shock,0.0005
J05AB03,adenosine,Angioedema,0.0005
J05AB03,adenosine,Apnoea,0.0005
J05AB03,adenosine,Arrhythmia,0.01
J05AB03,adenosine,Atrial fibrillation,0.0005
J05AB03,adenosine,Bronchospasm,0.0005
J05AB03,adenosine,Chest pain,0.1336666666666666
J05AB03,adenosine,Dizziness,0.0761
J05AB03,adenosine,Dyspnoea,0.2
J05AB03,adenosine,Rash,0.0005
J05AB03,adenosine,Dermatitis,0.0005
J05AB03,adenosine,Flushing,0.31
J05AB03,adenosine,Headache,0.0999999999999999
J05AB03,adenosine,Cardiac arrest,0.0005
J05AB03,adenosine,Cardiac disorder,0.0005
J05AB03,adenosine,Cardiac failure,0.0005
J05AB03,adenosine,Hypertension,0.0005
J05AB03,adenosine,Hyperventilation,0.0005
J05AB03,adenosine,Hypotension,0.01025
J05AB03,adenosine,Mediastinal disorder,0.0005
J05AB03,adenosine,Myocardial infarction,0.0005
J05AB03,adenosine,Acute coronary syndrome,0.0005
J05AB03,adenosine,Nausea,0.01525
J05AB03,adenosine,Nervousness,0.02
J05AB03,adenosine,Tension,0.02
J05AB03,adenosine,Sensory loss,0.00525
J05AB03,adenosine,Hypoaesthesia,0.00525
J05AB03,adenosine,Palpitations,0.0005
J05AB03,adenosine,Paraesthesia,0.0135
J05AB03,adenosine,Convulsion,0.0005
J05AB03,adenosine,Sinoatrial block,0.0005
J05AB03,adenosine,Device capturing issue,0.0005
J05AB03,adenosine,Cerebrovascular accident,0.0005
J05AB03,adenosine,Hyperhidrosis,0.0005
J05AB03,adenosine,Loss of consciousness,0.0005
J05AB03,adenosine,Shock,0.0005
J05AB03,adenosine,Syncope,0.0005
J05AB03,adenosine,Tachycardia,0.0005
J05AB03,adenosine,Sinus tachycardia,0.0005
J05AB03,adenosine,Torsade de pointes,0.0005
J05AB03,adenosine,Urticaria,0.0005
J05AB03,adenosine,Ventricular fibrillation,0.0005
J05AB03,adenosine,Ventricular tachycardia,0.0005
J05AB03,adenosine,Vomiting,0.0005
J05AB03,adenosine,Ventricular arrhythmia,0.0005
J05AB03,adenosine,Atrioventricular block first degree,0.03
J05AB03,adenosine,Atrioventricular block complete,0.0005
J05AB03,adenosine,Haemorrhage intracranial,0.0005
J05AB03,adenosine,Injection site reaction,0.0005
J05AB03,adenosine,Myocardial ischaemia,0.0005
J05AB03,adenosine,Respiratory arrest,0.0005
J05AB03,adenosine,Abdominal discomfort,0.13
J05AB03,adenosine,Discomfort,0.07525
J05AB03,adenosine,Chest discomfort,0.29
J05AB03,adenosine,Throat tightness,0.0005
J05AB03,adenosine,Atrioventricular block second degree,0.03
J05AB03,adenosine,Bradycardia,0.0005
J05AB03,adenosine,Blood pressure increased,0.0005
J05AB03,adenosine,Electrocardiogram ST segment elevation,0.0005
J05AB03,adenosine,Electrocardiogram ST segment depression,0.03
J05AB03,adenosine,Sinus arrest,0.0005
J05AB03,adenosine,Limb discomfort,0.04
J05AB03,adenosine,Respiratory failure,0.0005
J05AB03,adenosine,Coronary artery disease,0.0005
S01AD06,adenosine,Anaphylactic shock,0.0005
S01AD06,adenosine,Angioedema,0.0005
S01AD06,adenosine,Apnoea,0.0005
S01AD06,adenosine,Arrhythmia,0.01
S01AD06,adenosine,Atrial fibrillation,0.0005
S01AD06,adenosine,Bronchospasm,0.0005
S01AD06,adenosine,Chest pain,0.1336666666666666
S01AD06,adenosine,Dizziness,0.0761
S01AD06,adenosine,Dyspnoea,0.2
S01AD06,adenosine,Rash,0.0005
S01AD06,adenosine,Dermatitis,0.0005
S01AD06,adenosine,Flushing,0.31
S01AD06,adenosine,Headache,0.0999999999999999
S01AD06,adenosine,Cardiac arrest,0.0005
S01AD06,adenosine,Cardiac disorder,0.0005
S01AD06,adenosine,Cardiac failure,0.0005
S01AD06,adenosine,Hypertension,0.0005
S01AD06,adenosine,Hyperventilation,0.0005
S01AD06,adenosine,Hypotension,0.01025
S01AD06,adenosine,Mediastinal disorder,0.0005
S01AD06,adenosine,Myocardial infarction,0.0005
S01AD06,adenosine,Acute coronary syndrome,0.0005
S01AD06,adenosine,Nausea,0.01525
S01AD06,adenosine,Nervousness,0.02
S01AD06,adenosine,Tension,0.02
S01AD06,adenosine,Sensory loss,0.00525
S01AD06,adenosine,Hypoaesthesia,0.00525
S01AD06,adenosine,Palpitations,0.0005
S01AD06,adenosine,Paraesthesia,0.0135
S01AD06,adenosine,Convulsion,0.0005
S01AD06,adenosine,Sinoatrial block,0.0005
S01AD06,adenosine,Device capturing issue,0.0005
S01AD06,adenosine,Cerebrovascular accident,0.0005
S01AD06,adenosine,Hyperhidrosis,0.0005
S01AD06,adenosine,Loss of consciousness,0.0005
S01AD06,adenosine,Shock,0.0005
S01AD06,adenosine,Syncope,0.0005
S01AD06,adenosine,Tachycardia,0.0005
S01AD06,adenosine,Sinus tachycardia,0.0005
S01AD06,adenosine,Torsade de pointes,0.0005
S01AD06,adenosine,Urticaria,0.0005
S01AD06,adenosine,Ventricular fibrillation,0.0005
S01AD06,adenosine,Ventricular tachycardia,0.0005
S01AD06,adenosine,Vomiting,0.0005
S01AD06,adenosine,Ventricular arrhythmia,0.0005
S01AD06,adenosine,Atrioventricular block first degree,0.03
S01AD06,adenosine,Atrioventricular block complete,0.0005
S01AD06,adenosine,Haemorrhage intracranial,0.0005
S01AD06,adenosine,Injection site reaction,0.0005
S01AD06,adenosine,Myocardial ischaemia,0.0005
S01AD06,adenosine,Respiratory arrest,0.0005
S01AD06,adenosine,Abdominal discomfort,0.13
S01AD06,adenosine,Discomfort,0.07525
S01AD06,adenosine,Chest discomfort,0.29
S01AD06,adenosine,Throat tightness,0.0005
S01AD06,adenosine,Atrioventricular block second degree,0.03
S01AD06,adenosine,Bradycardia,0.0005
S01AD06,adenosine,Blood pressure increased,0.0005
S01AD06,adenosine,Electrocardiogram ST segment elevation,0.0005
S01AD06,adenosine,Electrocardiogram ST segment depression,0.03
S01AD06,adenosine,Sinus arrest,0.0005
S01AD06,adenosine,Limb discomfort,0.04
S01AD06,adenosine,Respiratory failure,0.0005
S01AD06,adenosine,Coronary artery disease,0.0005
C01EA01,PGE1,Back pain,0.0838653999999999
C01EA01,PGE1,Bronchitis,0.095
C01EA01,PGE1,Infection,0.023708925
C01EA01,PGE1,Cough,0.1099999999999999
C01EA01,PGE1,Diarrhoea,0.0574999999999999
C01EA01,PGE1,Disseminated intravascular coagulation,0.011
C01EA01,PGE1,Dizziness,0.1149999999999999
C01EA01,PGE1,Dyspepsia,0.0574999999999999
C01EA01,PGE1,Oedema,0.011
C01EA01,PGE1,Rash,0.0416666666666666
C01EA01,PGE1,Dermatitis,0.0416666666666666
C01EA01,PGE1,Headache,0.0875774399999999
C01EA01,PGE1,Cardiac arrest,0.011
C01EA01,PGE1,Haematoma,0.0525822
C01EA01,PGE1,Haematuria,0.0525
C01EA01,PGE1,Haemorrhage,0.0821597
C01EA01,PGE1,Haemoglobin,0.0821596999999999
C01EA01,PGE1,Hypertension,0.205
C01EA01,PGE1,Hypokalaemia,0.011
C01EA01,PGE1,Influenza,0.2199999999999999
C01EA01,PGE1,Pain in extremity,0.0122066
C01EA01,PGE1,Nasal congestion,0.13
C01EA01,PGE1,Nausea,0.0725
C01EA01,PGE1,Pain,0.051654925
C01EA01,PGE1,Penis disorder,0.03
C01EA01,PGE1,Peyronie's disease,0.03
C01EA01,PGE1,Pharyngitis,0.0825
C01EA01,PGE1,Prostatic disorder,0.15
C01EA01,PGE1,Sinusitis,0.09694834
C01EA01,PGE1,Testicular pain,0.0825
C01EA01,PGE1,Upper respiratory tract infection,0.4
C01EA01,PGE1,Urinary tract infection,0.0825
C01EA01,PGE1,Injury,0.175
C01EA01,PGE1,Injection site haemorrhage,0.02
C01EA01,PGE1,Penile oedema,0.01
C01EA01,PGE1,Sepsis,0.016
C01EA01,PGE1,Influenza like illness,0.0328638
C01EA01,PGE1,Penile pain,0.2250547666666666
C01EA01,PGE1,Tooth abscess,0.0625
C01EA01,PGE1,Injection site bruising,0.02
C01EA01,PGE1,Drug effect decreased,0.0005
C01EA01,PGE1,Abdominal pain,0.0525
C01EA01,PGE1,Injection site haematoma,0.03
C01EA01,PGE1,Drug ineffective,0.0005
C01EA01,PGE1,Device malfunction,0.0005
C01EA01,PGE1,Erection increased,0.0251643
G04BE01,PGE1,Back pain,0.0838653999999999
G04BE01,PGE1,Bronchitis,0.095
G04BE01,PGE1,Infection,0.023708925
G04BE01,PGE1,Cough,0.1099999999999999
G04BE01,PGE1,Diarrhoea,0.0574999999999999
G04BE01,PGE1,Disseminated intravascular coagulation,0.011
G04BE01,PGE1,Dizziness,0.1149999999999999
G04BE01,PGE1,Dyspepsia,0.0574999999999999
G04BE01,PGE1,Oedema,0.011
G04BE01,PGE1,Rash,0.0416666666666666
G04BE01,PGE1,Dermatitis,0.0416666666666666
G04BE01,PGE1,Headache,0.0875774399999999
G04BE01,PGE1,Cardiac arrest,0.011
G04BE01,PGE1,Haematoma,0.0525822
G04BE01,PGE1,Haematuria,0.0525
G04BE01,PGE1,Haemorrhage,0.0821597
G04BE01,PGE1,Haemoglobin,0.0821596999999999
G04BE01,PGE1,Hypertension,0.205
G04BE01,PGE1,Hypokalaemia,0.011
G04BE01,PGE1,Influenza,0.2199999999999999
G04BE01,PGE1,Pain in extremity,0.0122066
G04BE01,PGE1,Nasal congestion,0.13
G04BE01,PGE1,Nausea,0.0725
G04BE01,PGE1,Pain,0.051654925
G04BE01,PGE1,Penis disorder,0.03
G04BE01,PGE1,Peyronie's disease,0.03
G04BE01,PGE1,Pharyngitis,0.0825
G04BE01,PGE1,Prostatic disorder,0.15
G04BE01,PGE1,Sinusitis,0.09694834
G04BE01,PGE1,Testicular pain,0.0825
G04BE01,PGE1,Upper respiratory tract infection,0.4
G04BE01,PGE1,Urinary tract infection,0.0825
G04BE01,PGE1,Injury,0.175
G04BE01,PGE1,Injection site haemorrhage,0.02
G04BE01,PGE1,Penile oedema,0.01
G04BE01,PGE1,Sepsis,0.016
G04BE01,PGE1,Influenza like illness,0.0328638
G04BE01,PGE1,Penile pain,0.2250547666666666
G04BE01,PGE1,Tooth abscess,0.0625
G04BE01,PGE1,Injection site bruising,0.02
G04BE01,PGE1,Drug effect decreased,0.0005
G04BE01,PGE1,Abdominal pain,0.0525
G04BE01,PGE1,Injection site haematoma,0.03
G04BE01,PGE1,Drug ineffective,0.0005
G04BE01,PGE1,Device malfunction,0.0005
G04BE01,PGE1,Erection increased,0.0251643
B05XB01,arginine,Anaphylactic shock,0.0005
B05XB01,arginine,Extravasation,0.0005
B05XB01,arginine,Haematuria,0.0005
B05XB01,arginine,Hypersensitivity,0.0005
B05XB01,arginine,Skin exfoliation,0.0005
B05XB01,arginine,Skin necrosis,0.0005
B05XB01,arginine,Surgery,0.0005
A09AB02,betaine,Alopecia,0.003
A09AB02,betaine,Decreased appetite,0.003
A09AB02,betaine,Brain oedema,0.0038333333333333
A09AB02,betaine,Diarrhoea,0.003
A09AB02,betaine,Glossitis,0.003
A09AB02,betaine,Homocystinuria,0.0005
A09AB02,betaine,Irritability,0.003
A09AB02,betaine,Nausea,0.003
A09AB02,betaine,Personality disorder,0.003
A09AB02,betaine,Sleep disorder,0.003
A09AB02,betaine,Tooth disorder,0.003
A09AB02,betaine,Urinary incontinence,0.003
A09AB02,betaine,Urticaria,0.003
A09AB02,betaine,Vomiting,0.003
A09AB02,betaine,Agitation,0.003
A09AB02,betaine,Skin odour abnormal,0.0055
A09AB02,betaine,Abdominal discomfort,0.003
A09AB02,betaine,Hypermethioninaemia,0.0005
A16AA06,betaine,Alopecia,0.003
A16AA06,betaine,Decreased appetite,0.003
A16AA06,betaine,Brain oedema,0.0038333333333333
A16AA06,betaine,Diarrhoea,0.003
A16AA06,betaine,Glossitis,0.003
A16AA06,betaine,Homocystinuria,0.0005
A16AA06,betaine,Irritability,0.003
A16AA06,betaine,Nausea,0.003
A16AA06,betaine,Personality disorder,0.003
A16AA06,betaine,Sleep disorder,0.003
A16AA06,betaine,Tooth disorder,0.003
A16AA06,betaine,Urinary incontinence,0.003
A16AA06,betaine,Urticaria,0.003
A16AA06,betaine,Vomiting,0.003
A16AA06,betaine,Agitation,0.003
A16AA06,betaine,Skin odour abnormal,0.0055
A16AA06,betaine,Abdominal discomfort,0.003
A16AA06,betaine,Hypermethioninaemia,0.0005
A07XA03,calcium,Asthenia,0.0005
A07XA03,calcium,Dizziness,0.0005
A07XA03,calcium,Oedema,0.0005
A07XA03,calcium,Hypercalcaemia,0.144507
A07XA03,calcium,Nausea,0.0485763
A07XA03,calcium,Vomiting,0.0323842
A12AA20,calcium,Asthenia,0.0005
A12AA20,calcium,Dizziness,0.0005
A12AA20,calcium,Oedema,0.0005
A12AA20,calcium,Hypercalcaemia,0.144507
A12AA20,calcium,Nausea,0.0485763
A12AA20,calcium,Vomiting,0.0323842
A09AB04,citric,Diarrhoea,0.0005
A09AB04,citric,Nausea,0.0005
A09AB04,citric,Vomiting,0.0005
A09AB04,citric,Abdominal discomfort,0.0005
A09AB04,citric,Gastrointestinal tract irritation,0.0005
N06AX12,bupropion,Gastrointestinal pain,0.0286363636363636
N06AX12,bupropion,Abdominal pain,0.0286363636363636
N06AX12,bupropion,Aggression,0.0005
N06AX12,bupropion,Alopecia,0.003
N06AX12,bupropion,Amblyopia,0.0808125
N06AX12,bupropion,Amnesia,0.0005
