Drug_ATC,Drug_name,Side_effect,Freq_media
D06BB10,imiquimod,Tinnitus,0.00325
D06BB10,imiquimod,Tooth disorder,0.0055866
D06BB10,imiquimod,Ulcer,0.1019516804166666
D06BB10,imiquimod,Erythema,0.3626902999999999
D06BB10,imiquimod,Upper respiratory tract infection,0.0457207
D06BB10,imiquimod,Urinary tract infection,0.009239195
D06BB10,imiquimod,Urethral disorder,0.0005
D06BB10,imiquimod,Urinary tract disorder,0.0005
D06BB10,imiquimod,Urticaria,0.0034999999999999
D06BB10,imiquimod,Vaginal infection,0.0081002475
D06BB10,imiquimod,Vaginal inflammation,0.00375
D06BB10,imiquimod,Viral infection,0.011501635
D06BB10,imiquimod,Vomiting,0.0064945975
D06BB10,imiquimod,Vulval disorder,0.00325
D06BB10,imiquimod,Vulvitis,0.00325
D06BB10,imiquimod,Purpura,0.0005
D06BB10,imiquimod,Idiopathic thrombocytopenic purpura,0.0005
D06BB10,imiquimod,Dry mouth,0.0052499999999999
D06BB10,imiquimod,Urinary retention,0.0005
D06BB10,imiquimod,Vaginitis bacterial,0.0124504949999999
D06BB10,imiquimod,Chills,0.0066362142857142
D06BB10,imiquimod,Agitation,0.0005
D06BB10,imiquimod,Hepatic function abnormal,0.0005
D06BB10,imiquimod,Migraine,0.00325
D06BB10,imiquimod,Application site reaction,0.2455603333333333
D06BB10,imiquimod,Bone pain,0.0136947
D06BB10,imiquimod,Uterovaginal prolapse,0.00325
D06BB10,imiquimod,Eyelid oedema,0.00475
D06BB10,imiquimod,Malnutrition,0.0054054
D06BB10,imiquimod,Hypertrophic scar,0.0005
D06BB10,imiquimod,Skin hyperpigmentation,0.0005
D06BB10,imiquimod,Leukoderma,0.00575
D06BB10,imiquimod,Scab,0.2089193115384615
D06BB10,imiquimod,Atrophic vulvovaginitis,0.00325
D06BB10,imiquimod,Malaise,0.00375
D06BB10,imiquimod,Discomfort,0.00575
D06BB10,imiquimod,Feeling abnormal,0.00375
D06BB10,imiquimod,Ill-defined disorder,0.00375
D06BB10,imiquimod,Myalgia,0.059569662
D06BB10,imiquimod,Anorectal discomfort,0.00325
D06BB10,imiquimod,Rectal tenesmus,0.00325
D06BB10,imiquimod,Proctalgia,0.00325
D06BB10,imiquimod,Tenderness,0.016596031
D06BB10,imiquimod,Rash erythematous,0.00325
D06BB10,imiquimod,Application site oedema,0.0055
D06BB10,imiquimod,Hypersensitivity,0.008198695
D06BB10,imiquimod,Vulvovaginal pain,0.00325
D06BB10,imiquimod,Conjunctival irritation,0.00475
D06BB10,imiquimod,Rash pustular,0.131375
D06BB10,imiquimod,Erectile dysfunction,0.00325
D06BB10,imiquimod,Induration,0.1558991294117647
D06BB10,imiquimod,Papule,0.00905405
D06BB10,imiquimod,Oral herpes,0.0125
D06BB10,imiquimod,Capillary leak syndrome,0.0005
D06BB10,imiquimod,Genital candidiasis,0.00375
D06BB10,imiquimod,Influenza like illness,0.0121272173913043
D06BB10,imiquimod,Feeling hot,0.004
D06BB10,imiquimod,Crying,0.0905876799999999
D06BB10,imiquimod,Tearfulness,0.0905876799999999
D06BB10,imiquimod,Genital pain,0.00375
D06BB10,imiquimod,Lymphadenopathy,0.0536552991666666
D06BB10,imiquimod,Application site irritation,0.1051918316666666
D06BB10,imiquimod,Instillation site pain,0.1676715
D06BB10,imiquimod,Application site pain,0.1901600666666666
D06BB10,imiquimod,Application site ulcer,0.0055
D06BB10,imiquimod,Application site rash,0.25525
D06BB10,imiquimod,Face oedema,0.00475
D06BB10,imiquimod,Hyperhidrosis,0.00325
D06BB10,imiquimod,Infestation,0.0005
D06BB10,imiquimod,Application site erythema,0.505
D06BB10,imiquimod,Application site pruritus,0.11249005
D06BB10,imiquimod,Laryngeal pain,0.00475
D06BB10,imiquimod,Application site warmth,0.0055
D06BB10,imiquimod,Application site haemorrhage,0.25525
D06BB10,imiquimod,Application site paraesthesia,0.25525
D06BB10,imiquimod,Application site vesicles,0.0055
D06BB10,imiquimod,Application site inflammation,0.0055
D06BB10,imiquimod,Application site papules,0.25525
D06BB10,imiquimod,Application site burn,0.505
D06BB10,imiquimod,Cardiomyopathy,0.0005
D06BB10,imiquimod,Insomnia,0.003
D06BB10,imiquimod,Application site hyperaesthesia,0.0055
D06BB10,imiquimod,Application site discharge,0.0055
D06BB10,imiquimod,Application site scab,0.0055
D06BB10,imiquimod,Application site erosion,0.0055
D06BB10,imiquimod,Application site swelling,0.0055
D06BB10,imiquimod,Application site scar,0.0055
D06BB10,imiquimod,Dyspareunia,0.00325
D06BB10,imiquimod,Scar,0.004
D06BB10,imiquimod,Somnolence,0.00325
N04BC09,rotigotine,Road traffic accident,0.0005
N04BC09,rotigotine,Decreased appetite,0.0028571428571428
N04BC09,rotigotine,Arthralgia,0.09
N04BC09,rotigotine,Musculoskeletal discomfort,0.09
N04BC09,rotigotine,Asthenia,0.0416666666666666
N04BC09,rotigotine,Constipation,0.06
N04BC09,rotigotine,Contusion,0.01
N04BC09,rotigotine,Cough,0.02
N04BC09,rotigotine,Depression,0.025
N04BC09,rotigotine,Diarrhoea,0.06
N04BC09,rotigotine,Dizziness,0.1383333333333333
N04BC09,rotigotine,Dyskinesia,0.105
N04BC09,rotigotine,Dyspepsia,0.01
N04BC09,rotigotine,Fatigue,0.055
N04BC09,rotigotine,Hallucination,0.05
N04BC09,rotigotine,Headache,0.125
N04BC09,rotigotine,Hiccups,0.01
N04BC09,rotigotine,Hyperhidrosis,0.018
N04BC09,rotigotine,Hypertension,0.015
N04BC09,rotigotine,Impulse-control disorder,0.0005
N04BC09,rotigotine,Libido increased,0.0005
N04BC09,rotigotine,Disturbance in sexual arousal,0.0005
N04BC09,rotigotine,Lethargy,0.01
N04BC09,rotigotine,Musculoskeletal pain,0.015
N04BC09,rotigotine,Nasal congestion,0.015
N04BC09,rotigotine,Nasopharyngitis,0.06
N04BC09,rotigotine,Nausea,0.1875
N04BC09,rotigotine,Nightmare,0.025
N04BC09,rotigotine,Paraesthesia,0.04
N04BC09,rotigotine,Pathological gambling,0.0005
N04BC09,rotigotine,Prurigo,0.0
N04BC09,rotigotine,Pruritus,0.06
N04BC09,rotigotine,Sinusitis,0.01
N04BC09,rotigotine,Muscle spasms,0.02
N04BC09,rotigotine,Tremor,0.035
N04BC09,rotigotine,Erythema,0.02
N04BC09,rotigotine,Upper respiratory tract infection,0.015
N04BC09,rotigotine,Vomiting,0.044
N04BC09,rotigotine,Weight decreased,0.0
N04BC09,rotigotine,Dry mouth,0.035
N04BC09,rotigotine,Oedema peripheral,0.035
N04BC09,rotigotine,Sinus congestion,0.015
N04BC09,rotigotine,Abnormal dreams,0.01
N04BC09,rotigotine,Dizziness postural,0.01
N04BC09,rotigotine,Serum ferritin decreased,0.015
N04BC09,rotigotine,Erectile dysfunction,0.0
N04BC09,rotigotine,Hypersexuality,0.0005
N04BC09,rotigotine,Dysaesthesia,0.04
N04BC09,rotigotine,Electrocardiogram T wave abnormal,0.0
N04BC09,rotigotine,Terminal insomnia,0.0
N04BC09,rotigotine,White blood cells urine positive,0.025
N04BC09,rotigotine,Balance disorder,0.0
N04BC09,rotigotine,Binge eating,0.0005
N04BC09,rotigotine,Hot flush,0.025
N04BC09,rotigotine,Menopausal symptoms,0.025
N04BC09,rotigotine,Somnolence,0.1161
N04BC09,rotigotine,Sleep disorder,0.005
N04BC09,rotigotine,Sleep attacks,0.0
N04BC09,rotigotine,Laryngeal pain,0.01
N04BC09,rotigotine,Insomnia,0.055
N04BC09,rotigotine,Sudden onset of sleep,0.0005
N03AX14,levetiracetam,Gastrointestinal pain,0.044
N03AX14,levetiracetam,Abdominal pain,0.044
N03AX14,levetiracetam,Aggression,0.0501666666666666
N03AX14,levetiracetam,Agranulocytosis,0.0005
N03AX14,levetiracetam,Albuminuria,0.02
N03AX14,levetiracetam,Alopecia,0.0005
N03AX14,levetiracetam,Amblyopia,0.0115
N03AX14,levetiracetam,Amnesia,0.01225
N03AX14,levetiracetam,Anger,0.0005
N03AX14,levetiracetam,Decreased appetite,0.0503636363636363
N03AX14,levetiracetam,Anxiety,0.019625
N03AX14,levetiracetam,Arthralgia,0.01
N03AX14,levetiracetam,Musculoskeletal discomfort,0.175
N03AX14,levetiracetam,Asthenia,0.084541744
N03AX14,levetiracetam,Asthma,0.015
N03AX14,levetiracetam,Ataxia,0.01975
N03AX14,levetiracetam,Back pain,0.043
N03AX14,levetiracetam,Mental disorder,0.0005
N03AX14,levetiracetam,Bronchitis,0.0135
N03AX14,levetiracetam,Neck pain,0.0325
N03AX14,levetiracetam,Chest pain,0.012
N03AX14,levetiracetam,Nasopharyngitis,0.1725
N03AX14,levetiracetam,Rhinitis,0.046125
N03AX14,levetiracetam,Infection,0.104
N03AX14,levetiracetam,Confusional state,0.0068333333333333
N03AX14,levetiracetam,Feeling abnormal,0.0068333333333333
N03AX14,levetiracetam,Conjunctivitis,0.0175
N03AX14,levetiracetam,Constipation,0.02
N03AX14,levetiracetam,Contusion,0.02
N03AX14,levetiracetam,Cough,0.0634285714285714
N03AX14,levetiracetam,Dehydration,0.015
N03AX14,levetiracetam,Depression,0.0232963
N03AX14,levetiracetam,Diarrhoea,0.0588333333333333
N03AX14,levetiracetam,Diplopia,0.0146111166666666
N03AX14,levetiracetam,Dizziness,0.0404364076923076
N03AX14,levetiracetam,Somnolence,0.0715948304347826
N03AX14,levetiracetam,Dyskinesia,0.0005
N03AX14,levetiracetam,Dyspepsia,0.031
N03AX14,levetiracetam,Ear pain,0.01
N03AX14,levetiracetam,Ecchymosis,0.019
N03AX14,levetiracetam,Eczema,0.505
N03AX14,levetiracetam,Eosinophilia,0.0005
N03AX14,levetiracetam,Toxic epidermal necrolysis,0.0005
N03AX14,levetiracetam,Erythema multiforme,0.0005
N03AX14,levetiracetam,Rash,0.0187269
N03AX14,levetiracetam,Dermatitis,0.0187269
N03AX14,levetiracetam,Fatigue,0.1628571428571428
N03AX14,levetiracetam,Body temperature increased,0.015
N03AX14,levetiracetam,Gastroenteritis,0.0168333333333333
N03AX14,levetiracetam,Gastrointestinal disorder,0.075
N03AX14,levetiracetam,Gingivitis,0.009
N03AX14,levetiracetam,Hallucination,0.0005
N03AX14,levetiracetam,Head injury,0.02
N03AX14,levetiracetam,Headache,0.11195035125
N03AX14,levetiracetam,Blood disorder,0.0005
N03AX14,levetiracetam,Hepatitis,0.0005
N03AX14,levetiracetam,Hostility,0.0408656875
N03AX14,levetiracetam,Hyponatraemia,0.0005
N03AX14,levetiracetam,Influenza,0.0415
N03AX14,levetiracetam,Irritability,0.08221667
N03AX14,levetiracetam,Lethargy,0.04
N03AX14,levetiracetam,Leukopenia,0.0005
N03AX14,levetiracetam,Nasal congestion,0.055
N03AX14,levetiracetam,Nausea,0.042
N03AX14,levetiracetam,Nervous system disorder,0.0005
N03AX14,levetiracetam,Nervousness,0.0315833375
N03AX14,levetiracetam,Tension,0.0315833375
N03AX14,levetiracetam,Neutropenia,0.0005
N03AX14,levetiracetam,Otitis media,0.0104999999999999
N03AX14,levetiracetam,Pain,0.0584999999999999
N03AX14,levetiracetam,Pancreatitis,0.0005
N03AX14,levetiracetam,Pancytopenia,0.0005
N03AX14,levetiracetam,Paraesthesia,0.0165
N03AX14,levetiracetam,Personality disorder,0.2183333333333333
N03AX14,levetiracetam,Pharyngitis,0.0555
N03AX14,levetiracetam,Pruritus,0.175
N03AX14,levetiracetam,Psychotic disorder,0.0035
N03AX14,levetiracetam,Convulsion,0.0407295166666666
N03AX14,levetiracetam,Sinusitis,0.015
N03AX14,levetiracetam,Stevens-Johnson syndrome,0.0005
N03AX14,levetiracetam,Completed suicide,0.0005
N03AX14,levetiracetam,Suicide attempt,0.0005
N03AX14,levetiracetam,Thrombocytopenia,0.25275
N03AX14,levetiracetam,Tooth disorder,0.0104999999999999
N03AX14,levetiracetam,Tremor,0.016
N03AX14,levetiracetam,Urinary tract infection,0.0265
N03AX14,levetiracetam,Vertigo,0.0265
N03AX14,levetiracetam,Viral infection,0.015
N03AX14,levetiracetam,Vomiting,0.0884
N03AX14,levetiracetam,Weight increased,0.0115
N03AX14,levetiracetam,Weight decreased,0.0005
N03AX14,levetiracetam,Choreoathetosis,0.0005
N03AX14,levetiracetam,Hepatic failure,0.0005
N03AX14,levetiracetam,Agitation,0.0366666666666666
N03AX14,levetiracetam,Mood swings,0.0733999999999999
N03AX14,levetiracetam,Affect lability,0.0567142857142857
N03AX14,levetiracetam,Panic attack,0.0005
N03AX14,levetiracetam,Drug level increased,0.011
N03AX14,levetiracetam,Injury,0.1345
N03AX14,levetiracetam,Liver function test abnormal,0.0005
N03AX14,levetiracetam,Muscular weakness,0.0005
N03AX14,levetiracetam,Dermatitis bullous,0.01
N03AX14,levetiracetam,Rash pustular,0.01
N03AX14,levetiracetam,Hyperreflexia,0.015
N03AX14,levetiracetam,Skin discolouration,0.01
N03AX14,levetiracetam,Malnutrition,0.0005
N03AX14,levetiracetam,Myalgia,0.505
N03AX14,levetiracetam,Abdominal pain upper,0.0849999999999999
N03AX14,levetiracetam,Disturbance in attention,0.505
N03AX14,levetiracetam,Abnormal behaviour,0.0368333333333333
N03AX14,levetiracetam,Mental disability,0.0144999999999999
N03AX14,levetiracetam,Thinking abnormal,0.0144999999999999
N03AX14,levetiracetam,Memory impairment,0.505
N03AX14,levetiracetam,Urine abnormality,0.015
N03AX14,levetiracetam,Urine analysis abnormal,0.015
N03AX14,levetiracetam,Vision blurred,0.505
N03AX14,levetiracetam,Depressed mood,0.0122222333333333
N03AX14,levetiracetam,Suicidal ideation,0.0005
N03AX14,levetiracetam,Ligament sprain,0.015
N03AX14,levetiracetam,Coordination abnormal,0.025
N03AX14,levetiracetam,Face oedema,0.015
N03AX14,levetiracetam,Balance disorder,0.505
N03AX14,levetiracetam,Drug interaction,0.0005
N03AX14,levetiracetam,Laryngeal pain,0.055
N03AX14,levetiracetam,Hypersomnia,0.0122222333333333
N03AX14,levetiracetam,Insomnia,0.0249523857142857
N03AX14,levetiracetam,Suicidal behaviour,0.0005
C07AB09,esmolol,Angioedema,0.0005
C07AB09,esmolol,Asthenia,0.01
C07AB09,esmolol,Pleuritic pain,0.005
C07AB09,esmolol,Dizziness,0.0216666666666666
C07AB09,esmolol,Somnolence,0.0216666666666666
C07AB09,esmolol,Dyspnoea,0.01
C07AB09,esmolol,Fatigue,0.01
C07AB09,esmolol,Body temperature increased,0.005
C07AB09,esmolol,Flushing,0.005
C07AB09,esmolol,Headache,0.03
C07AB09,esmolol,Cardiac arrest,0.0005
C07AB09,esmolol,Cardiac disorder,0.0005
C07AB09,esmolol,Hyperhidrosis,0.09
C07AB09,esmolol,Hypotension,0.1849999999999999
C07AB09,esmolol,Inflammation,0.02
C07AB09,esmolol,Nausea,0.06
C07AB09,esmolol,Psoriasis,0.0005
C07AB09,esmolol,Convulsion,0.005
C07AB09,esmolol,Urticaria,0.0005
C07AB09,esmolol,Vomiting,0.01
C07AB09,esmolol,Urinary retention,0.005
C07AB09,esmolol,Arterial spasm,0.0005
C07AB09,esmolol,Skin disorder,0.0005
C07AB09,esmolol,Abdominal discomfort,0.005
C07AB09,esmolol,Mental disability,0.005
C07AB09,esmolol,Thinking abnormal,0.005
C07AB09,esmolol,Peripheral ischaemia,0.005
C07AB09,esmolol,Induration,0.02
G04CA02,tamsulosin,Gastrointestinal pain,0.0385
G04CA02,tamsulosin,Abdominal pain,0.0385
G04CA02,tamsulosin,Angioedema,0.0005
G04CA02,tamsulosin,Arrhythmia,0.0005
G04CA02,tamsulosin,Arthralgia,0.0315
G04CA02,tamsulosin,Musculoskeletal discomfort,0.02525
G04CA02,tamsulosin,Arthritis,0.0104999999999999
G04CA02,tamsulosin,Asthenia,0.046471609090909
G04CA02,tamsulosin,Atrial fibrillation,0.0005
G04CA02,tamsulosin,Back pain,0.0668792
G04CA02,tamsulosin,Breast disorder,0.0261478266666666
G04CA02,tamsulosin,Neck pain,0.0104999999999999
G04CA02,tamsulosin,Chest pain,0.0299614
G04CA02,tamsulosin,Rhinitis,0.0993735888888888
G04CA02,tamsulosin,Infection,0.0727832777777777
G04CA02,tamsulosin,Connective tissue disorder,0.0205293666666666
G04CA02,tamsulosin,Constipation,0.00825
G04CA02,tamsulosin,Cough,0.0338051571428571
G04CA02,tamsulosin,Disturbance in sexual arousal,0.01339728
G04CA02,tamsulosin,Libido decreased,0.01339728
G04CA02,tamsulosin,Dermatitis exfoliative,0.0005
G04CA02,tamsulosin,Diarrhoea,0.0386381666666666
G04CA02,tamsulosin,Dizziness,0.1012146533333333
G04CA02,tamsulosin,Dyspepsia,0.046
G04CA02,tamsulosin,Dyspnoea,0.0075
G04CA02,tamsulosin,Dysuria,0.0125
G04CA02,tamsulosin,Epistaxis,0.0005
G04CA02,tamsulosin,Erythema multiforme,0.0005
G04CA02,tamsulosin,Rash,0.0104999999999999
G04CA02,tamsulosin,Dermatitis,0.0104999999999999
G04CA02,tamsulosin,Body temperature increased,0.01
G04CA02,tamsulosin,Gastrointestinal disorder,0.0305019142857142
G04CA02,tamsulosin,Headache,0.1116419999999999
G04CA02,tamsulosin,Cardiac disorder,0.0224203666666666
G04CA02,tamsulosin,Hypersensitivity,0.0005
G04CA02,tamsulosin,Hypertension,0.0099999999999999
G04CA02,tamsulosin,Hypotension,0.0005
G04CA02,tamsulosin,Orthostatic hypotension,0.003
G04CA02,tamsulosin,Influenza,0.025
G04CA02,tamsulosin,Lung disorder,0.0099999999999999
G04CA02,tamsulosin,Mediastinal disorder,0.0162283675
G04CA02,tamsulosin,Miosis,0.0005
G04CA02,tamsulosin,Hypertonia,0.013
G04CA02,tamsulosin,Nausea,0.024573325
G04CA02,tamsulosin,Nervous system disorder,0.0322464
G04CA02,tamsulosin,Pain,0.0745
G04CA02,tamsulosin,Palpitations,0.003
G04CA02,tamsulosin,Paraesthesia,0.0075
G04CA02,tamsulosin,Pharyngitis,0.0494354285714285
G04CA02,tamsulosin,Priapism,0.000275
G04CA02,tamsulosin,Pruritus,0.0065
G04CA02,tamsulosin,Shock,0.0005
G04CA02,tamsulosin,Sinusitis,0.0239014857142857
G04CA02,tamsulosin,Stevens-Johnson syndrome,0.0005
G04CA02,tamsulosin,Hyperhidrosis,0.0095
G04CA02,tamsulosin,Loss of consciousness,0.0005
G04CA02,tamsulosin,Syncope,0.0005
G04CA02,tamsulosin,Tachycardia,0.0005
G04CA02,tamsulosin,Tooth disorder,0.0141144857142857
G04CA02,tamsulosin,Urinary tract infection,0.0095
G04CA02,tamsulosin,Congenital genitourinary abnormality,0.003
G04CA02,tamsulosin,Urticaria,0.003
G04CA02,tamsulosin,Angiopathy,0.02181425
G04CA02,tamsulosin,Visual impairment,0.0005
G04CA02,tamsulosin,Vomiting,0.003
G04CA02,tamsulosin,Chills,0.0085
G04CA02,tamsulosin,Oedema peripheral,0.009
G04CA02,tamsulosin,Cataract,0.0005
G04CA02,tamsulosin,Injury,0.0255
G04CA02,tamsulosin,Skin disorder,0.0005
G04CA02,tamsulosin,Malaise,0.0075
G04CA02,tamsulosin,Discomfort,0.0075
G04CA02,tamsulosin,Feeling abnormal,0.0075
G04CA02,tamsulosin,Ill-defined disorder,0.0075
G04CA02,tamsulosin,Myalgia,0.019
G04CA02,tamsulosin,Ejaculation disorder,0.1187310778571428
G04CA02,tamsulosin,Skin exfoliation,0.0005
G04CA02,tamsulosin,Erectile dysfunction,0.0135
G04CA02,tamsulosin,Vision blurred,0.0081998716666666
G04CA02,tamsulosin,Infestation,0.0485444666666666
G04CA02,tamsulosin,Insomnia,0.0150635414285714
G04CA02,tamsulosin,Floppy iris syndrome,0.0005
G04CA02,tamsulosin,Somnolence,0.0287819285714285
D10AD03,adapalene,Angioedema,0.0005
D10AD03,adapalene,Dermatitis exfoliative,0.0055
D10AD03,adapalene,Dermatitis contact,0.01756684
D10AD03,adapalene,Hypersensitivity,0.0005
D10AD03,adapalene,Pain,0.11825
D10AD03,adapalene,Pruritus,0.0111112875
D10AD03,adapalene,Sunburn,0.0129681071428571
D10AD03,adapalene,Photosensitivity reaction,0.0129681071428571
D10AD03,adapalene,Erythema,0.1087911538461538
D10AD03,adapalene,Burning sensation,0.55
D10AD03,adapalene,Drug ineffective,0.0005
D10AD03,adapalene,Dry skin,0.1224396033333333
D10AD03,adapalene,Skin irritation,0.005862262
D10AD03,adapalene,Eyelid oedema,0.0005
D10AD03,adapalene,Skin exfoliation,0.012682928
D10AD03,adapalene,Lip swelling,0.0005
D10AD03,adapalene,Instillation site pain,0.0005
D10AD03,adapalene,Application site pain,0.0005
D10AD03,adapalene,Face oedema,0.0005
D10AD03,adapalene,Skin discomfort,0.0314419185714285
D10AD03,adapalene,Excoriation,0.0055
C09AA04,perindopril,Gastrointestinal pain,0.027
C09AA04,perindopril,Abdominal pain,0.027
C09AA04,perindopril,Agranulocytosis,5e-05
C09AA04,perindopril,Angina pectoris,5e-05
C09AA04,perindopril,Angioedema,0.00325
C09AA04,perindopril,Arrhythmia,5e-05
C09AA04,perindopril,Asthenia,0.079
C09AA04,perindopril,Chest pain,0.024
C09AA04,perindopril,Cough,0.06075
C09AA04,perindopril,Diarrhoea,0.043
C09AA04,perindopril,Dyspepsia,0.00775
C09AA04,perindopril,Body temperature increased,0.00575
C09AA04,perindopril,Headache,0.238
C09AA04,perindopril,Hepatitis,5e-05
C09AA04,perindopril,Hypotension,5e-05
C09AA04,perindopril,Renal failure acute,5e-05
C09AA04,perindopril,Leukopenia,5e-05
C09AA04,perindopril,Myocardial infarction,5e-05
C09AA04,perindopril,Acute coronary syndrome,5e-05
C09AA04,perindopril,Neutropenia,5e-05
C09AA04,perindopril,Palpitations,0.0066666666666666
C09AA04,perindopril,Pancytopenia,5e-05
C09AA04,perindopril,Rhinitis,0.048
C09AA04,perindopril,Sleep disorder,0.0185
C09AA04,perindopril,Cerebrovascular accident,0.0010249999999999
C09AA04,perindopril,Thrombocytopenia,5e-05
C09AA04,perindopril,Urticaria,0.0055
C09AA04,perindopril,Vasculitis,5e-05
C09AA04,perindopril,Insomnia,0.0055
C09AA04,perindopril,Renal impairment,0.0055
C09AA04,perindopril,Renal failure,0.0055
C09AA04,perindopril,Back pain,0.02225
C09AA04,perindopril,Oedema,0.039
C09AA04,perindopril,Hypertonia,0.01075
C09AA04,perindopril,Pain in extremity,0.023
C09AA04,perindopril,Pharyngitis,0.033
C09AA04,perindopril,Proteinuria,0.01
C09AA04,perindopril,Protein urine present,0.01
C09AA04,perindopril,Pulmonary fibrosis,0.0005
C09AA04,perindopril,Vascular purpura,0.001
C09AA04,perindopril,Purpura,0.001
C09AA04,perindopril,Sinusitis,0.0235
C09AA04,perindopril,Upper respiratory tract infection,0.086
C09AA04,perindopril,Urinary tract infection,0.028
C09AA04,perindopril,Viral infection,0.01325
C09AA04,perindopril,Electrocardiogram abnormal,0.018
C09AA04,perindopril,Ear infection,0.0043333333333333
L02BG06,exemestane,Gastrointestinal pain,0.1471666666666666
L02BG06,exemestane,Abdominal pain,0.1471666666666666
L02BG06,exemestane,Alopecia,0.1664
L02BG06,exemestane,Decreased appetite,0.205
L02BG06,exemestane,Anxiety,0.0765
L02BG06,exemestane,Arthralgia,0.2563333333333333
L02BG06,exemestane,Musculoskeletal discomfort,0.2359
L02BG06,exemestane,Arthritis,0.55
L02BG06,exemestane,Asthenia,0.1813846153846154
L02BG06,exemestane,Back pain,0.18575
L02BG06,exemestane,Bronchitis,0.035
L02BG06,exemestane,Cardiovascular disorder,0.1169999999999999
L02BG06,exemestane,Carpal tunnel syndrome,0.505
L02BG06,exemestane,Chest pain,0.035
L02BG06,exemestane,Infection,0.035
L02BG06,exemestane,Confusional state,0.035
L02BG06,exemestane,Feeling abnormal,0.035
L02BG06,exemestane,Constipation,0.1336
L02BG06,exemestane,Cough,0.065
L02BG06,exemestane,Depression,0.144
L02BG06,exemestane,Dermatitis,0.094
L02BG06,exemestane,Diarrhoea,0.141
L02BG06,exemestane,Dizziness,0.1187
L02BG06,exemestane,Dyspepsia,0.27
L02BG06,exemestane,Dyspnoea,0.07075
L02BG06,exemestane,Oedema,0.0578
L02BG06,exemestane,Rash,0.14
L02BG06,exemestane,Fatigue,0.2034545454545454
L02BG06,exemestane,Body temperature increased,0.05
L02BG06,exemestane,Multiple fractures,0.505
L02BG06,exemestane,Fracture,0.505
L02BG06,exemestane,Gastrointestinal disorder,0.505
L02BG06,exemestane,Headache,0.1224
L02BG06,exemestane,Cardiac disorder,0.1169999999999999
L02BG06,exemestane,Hepatitis,0.0005
L02BG06,exemestane,Dysphonia,0.05
L02BG06,exemestane,Hypersensitivity,0.0005
L02BG06,exemestane,Hypertension,0.07025
L02BG06,exemestane,Hypertrichosis,0.05
L02BG06,exemestane,Immune system disorder,0.0005
L02BG06,exemestane,Lymphoedema,0.035
L02BG06,exemestane,Muscle spasms,0.03
L02BG06,exemestane,Musculoskeletal pain,0.55
L02BG06,exemestane,Nausea,0.1596
L02BG06,exemestane,Nervous system disorder,0.0005
L02BG06,exemestane,Osteoarthritis,0.218
L02BG06,exemestane,Osteoporosis,0.2875
L02BG06,exemestane,Pain,0.221
L02BG06,exemestane,Pain in extremity,0.2346666666666667
L02BG06,exemestane,Paraesthesia,0.0005
L02BG06,exemestane,Pharyngitis,0.035
L02BG06,exemestane,Pruritus,0.01775
L02BG06,exemestane,Rhinitis,0.035
L02BG06,exemestane,Sinusitis,0.035
L02BG06,exemestane,Hyperhidrosis,0.1869090909090909
L02BG06,exemestane,Upper respiratory tract infection,0.035
L02BG06,exemestane,Urinary tract infection,0.035
L02BG06,exemestane,Urticaria,0.0005
L02BG06,exemestane,Vomiting,0.1302
L02BG06,exemestane,Weight increased,0.0643333333333333
L02BG06,exemestane,Oedema peripheral,0.1041111111111111
L02BG06,exemestane,Hepatitis cholestatic,0.0005
L02BG06,exemestane,Bone pain,0.035
L02BG06,exemestane,Joint stiffness,0.55
L02BG06,exemestane,Skin disorder,0.0005
L02BG06,exemestane,Myalgia,0.20525
L02BG06,exemestane,Increased appetite,0.044
L02BG06,exemestane,Hepatobiliary disease,0.0005
L02BG06,exemestane,Influenza like illness,0.055
L02BG06,exemestane,Visual impairment,0.0526666666666666
L02BG06,exemestane,Hot flush,0.2115
L02BG06,exemestane,Menopausal symptoms,0.2115
L02BG06,exemestane,Acute generalised exanthematous pustulosis,0.0005
L02BG06,exemestane,Insomnia,0.1475
L02BG06,exemestane,Vaginal haemorrhage,0.0236666666666666
N05CM18,dexmedetomidine,Abdominal distension,0.0055
N05CM18,dexmedetomidine,Gastrointestinal pain,0.0005
N05CM18,dexmedetomidine,Abdominal pain,0.0005
N05CM18,dexmedetomidine,Acidosis,0.0121
N05CM18,dexmedetomidine,Respiratory acidosis,0.0005
N05CM18,dexmedetomidine,Anaemia,0.017625
N05CM18,dexmedetomidine,Apnoea,0.0005
N05CM18,dexmedetomidine,Arrhythmia,0.0005
N05CM18,dexmedetomidine,Atrial fibrillation,0.0381
N05CM18,dexmedetomidine,Atrioventricular block,0.0005
N05CM18,dexmedetomidine,Mental disorder,0.0005
N05CM18,dexmedetomidine,Bronchospasm,0.0005
N05CM18,dexmedetomidine,Cardiac output decreased,0.0055
N05CM18,dexmedetomidine,Cardiovascular disorder,0.0005
N05CM18,dexmedetomidine,Confusional state,0.0005
N05CM18,dexmedetomidine,Feeling abnormal,0.0005
N05CM18,dexmedetomidine,Constipation,0.0605
N05CM18,dexmedetomidine,Delirium,0.0005
N05CM18,dexmedetomidine,Diarrhoea,0.0005
N05CM18,dexmedetomidine,Dizziness,0.0005
N05CM18,dexmedetomidine,Dyspnoea,0.003
N05CM18,dexmedetomidine,Body temperature increased,0.07800902
N05CM18,dexmedetomidine,Hallucination,0.003
N05CM18,dexmedetomidine,Headache,0.0005
