drugbank_id,drug_name,fda_app_n,atc_codes
DB10989,Hepatitis A Vaccine,BLA103475|BLA103475|BLA103475|BLA103475|BLA103475|BLA103475|BLA103850|BLA103850|BLA103606|BLA103606|BLA103606|BLA103606|BLA103606|BLA103606,
DB10990,Haemophilus influenzae type B strain 20752 capsular polysaccharide tetanus toxoid conjugate antigen,BLA125347|BLA125347|BLA125347,
DB10991,"Bordetella pertussis toxoid antigen (formaldehyde, glutaraldehyde inactivated)",BLA125106|BLA125106|BLA125106|BLA103647|BLA103647|BLA125260|BLA103907|BLA103907,
DB10992,Bordetella pertussis pertactin antigen (formaldehyde inactivated),BLA125106|BLA125106|BLA125106|BLA103647|BLA103647|BLA125260|BLA103907|BLA103907,
DB10994,Human papillomavirus type 16 L1 capsid protein residues 2-471 antigen,BLA125259,
DB10995,Human papillomavirus type 18 L1 capsid protein residues 2-472 antigen,BLA125259,
DB10996,Influenza A virus A/Christchurch/16/2010 NIB-74XP (H1N1) antigen (formaldehyde inactivated),BLA125127|BLA125127|BLA125127|BLA125127|BLA125127|BLA125127|BLA125127|BLA125127,
DB10997,Autologous cultured chondrocytes,BLA103661|BLA103661|BLA125603,
DB10998,"Influenza A virus A/Brisbane/10/2010 (H1N1) antigen (MDCK cell derived, propiolactone inactivated)",BLA125408|BLA125408|BLA125408|BLA125408|BLA125408|BLA125408|BLA125408,
DB10999,"Influenza A virus A/Texas/50/2012 X-223A (H3N2) antigen (MDCK cell derived, propiolactone inactivated)",BLA125408|BLA125408|BLA125408,
DB11000,"Influenza B virus B/Massachusetts/2/2012 antigen (MDCK cell derived, propiolactone inactivated)",BLA125408|BLA125408|BLA125408,
DB11001,"Influenza A virus A/South Australia/55/2014 (H3N2) antigen (MDCK cell derived, propiolactone inactivated)",BLA125408|BLA125408,
DB11002,"Influenza B virus B/Utah/9/2014 antigen (MDCK cell derived, propiolactone inactivated)",BLA125408|BLA125408|BLA125408|BLA125408|BLA125408|BLA125408|BLA125408|BLA125408,
DB11003,Anthrax vaccine,BLA103821|BLA125761,
DB11004,Betula pendula pollen,BLA103888|BLA103888|BLA103888|BLA103888|BLA103888|BLA103888|BLA103888|BLA103888|BLA103888|BLA103888,
DB11005,Ulmus parvifolia pollen,BLA103888|BLA103888|BLA103888,
DB11006,Parkinsonia florida pollen,BLA102211|BLA103888|BLA103888,
DB11007,Cytisus scoparius flowering top,BLA103888|BLA103888,
DB11008,Poultry,BLA103888|BLA103888,
DB11009,"Quahog, unspecified",BLA102192|BLA101833|BLA101376|BLA102192|BLA102192|BLA103753|BLA102223|BLA102192|BLA103888|BLA103888|BLA101833,
DB11010,"Cod, unspecified",BLA102192|BLA102192|BLA102192|BLA102192|BLA102192|BLA103888|BLA103888|BLA103753|BLA103753,
DB11011,Crab leg,BLA102192|BLA102192|BLA102192|BLA102192|BLA103888|BLA103888,
DB11014,"Salmon, unspecified",BLA103888|BLA103888|BLA102192,
DB11017,Yeast,BLA103888|BLA103888|BLA103888|BLA103888,A07FA02
DB11018,Canis lupus familiaris dander,BLA103888|BLA103888|BLA103888|BLA103888|BLA103888|BLA103888,
DB11019,Cavia porcellus dander,BLA103888|BLA103888,
