,DrugBank_id,Drug_ATC,Drug_name,Tipo,Gene_name,Accion,Prioridad
51975,DB00248,N04BC06,Cabergoline,target,ADRA1A,binder,1.0
52075,DB00248,G02CB03,Cabergoline,target,ADRA1A,binder,1.0
52175,DB00248,N04BC06,Cabergoline,target,ADRA1B,binder,1.0
52275,DB00248,G02CB03,Cabergoline,target,ADRA1B,binder,1.0
52375,DB00248,N04BC06,Cabergoline,target,ADRA1D,binder,1.0
52475,DB00248,G02CB03,Cabergoline,target,ADRA1D,binder,1.0
52575,DB00248,N04BC06,Cabergoline,target,ADRB1,binder,1.0
52675,DB00248,G02CB03,Cabergoline,target,ADRB1,binder,1.0
52775,DB00248,N04BC06,Cabergoline,target,ADRB2,binder,1.0
52875,DB00248,G02CB03,Cabergoline,target,ADRB2,binder,1.0
53175,DB00248,N04BC06,Cabergoline,enzyme,CYP3A4,substrate,1.0
53275,DB00248,G02CB03,Cabergoline,enzyme,CYP3A4,substrate,1.0
53375,DB00249,D06BB01,Idoxuridine,target,,other,1.0
53376,DB00249,J05AB02,Idoxuridine,target,,other,1.0
53377,DB00249,S01AD01,Idoxuridine,target,,other,1.0
53378,DB00249,D06BB01,Idoxuridine,target,TK1,inhibitor,1.0
53379,DB00249,J05AB02,Idoxuridine,target,TK1,inhibitor,1.0
53380,DB00249,S01AD01,Idoxuridine,target,TK1,inhibitor,1.0
53381,DB00249,D06BB01,Idoxuridine,target,TK,unknown,1.0
53382,DB00249,J05AB02,Idoxuridine,target,TK,unknown,1.0
53383,DB00249,S01AD01,Idoxuridine,target,TK,unknown,1.0
53384,DB00250,J04BA50,Dapsone,target,folP2,inhibitor,0.0
53385,DB00250,J04BA51,Dapsone,target,folP2,inhibitor,0.0
53386,DB00250,D10AX05,Dapsone,target,folP2,inhibitor,0.0
53402,DB00250,J04BA02,Dapsone,target,folP2,inhibitor,0.0
53418,DB00250,J04BA50,Dapsone,target,folP1,inhibitor,0.0
53419,DB00250,J04BA51,Dapsone,target,folP1,inhibitor,0.0
53420,DB00250,D10AX05,Dapsone,target,folP1,inhibitor,0.0
53436,DB00250,J04BA02,Dapsone,target,folP1,inhibitor,0.0
53452,DB00250,J04BA50,Dapsone,enzyme,CYP2C9,substrate|inducer,0.0
53453,DB00250,J04BA51,Dapsone,enzyme,CYP2C9,substrate|inducer,0.0
53454,DB00250,D10AX05,Dapsone,enzyme,CYP2C9,substrate|inducer,0.0
53470,DB00250,J04BA02,Dapsone,enzyme,CYP2C9,substrate|inducer,0.0
53486,DB00250,J04BA50,Dapsone,enzyme,CYP3A4,substrate,0.0
53487,DB00250,J04BA51,Dapsone,enzyme,CYP3A4,substrate,0.0
53488,DB00250,D10AX05,Dapsone,enzyme,CYP3A4,substrate,0.0
53504,DB00250,J04BA02,Dapsone,enzyme,CYP3A4,substrate,0.0
53520,DB00250,J04BA50,Dapsone,enzyme,CYP2C19,substrate,0.0
53521,DB00250,J04BA51,Dapsone,enzyme,CYP2C19,substrate,0.0
53522,DB00250,D10AX05,Dapsone,enzyme,CYP2C19,substrate,0.0
53538,DB00250,J04BA02,Dapsone,enzyme,CYP2C19,substrate,0.0
53554,DB00250,J04BA50,Dapsone,enzyme,CYP3A5,substrate,0.0
53555,DB00250,J04BA51,Dapsone,enzyme,CYP3A5,substrate,0.0
53556,DB00250,D10AX05,Dapsone,enzyme,CYP3A5,substrate,0.0
53572,DB00250,J04BA02,Dapsone,enzyme,CYP3A5,substrate,0.0
53588,DB00251,G01AG02,Terconazole,target,ERG11,antagonist,1.0
53614,DB00252,N03AB02,Phenytoin,target,SCN5A,inhibitor,0.0
53815,DB00252,N03AB52,Phenytoin,target,SCN5A,inhibitor,0.0
53816,DB00252,N03AB02,Phenytoin,target,SCN1A,inhibitor,0.0
54017,DB00252,N03AB52,Phenytoin,target,SCN1A,inhibitor,0.0
54018,DB00252,N03AB02,Phenytoin,target,KCNH2,inhibitor,0.0
54219,DB00252,N03AB52,Phenytoin,target,KCNH2,inhibitor,0.0
54220,DB00252,N03AB02,Phenytoin,target,CACNA1C,inhibitor,0.0
54421,DB00252,N03AB52,Phenytoin,target,CACNA1C,inhibitor,0.0
54422,DB00252,N03AB02,Phenytoin,target,SCN2A,inhibitor,0.0
54623,DB00252,N03AB52,Phenytoin,target,SCN2A,inhibitor,0.0
54624,DB00252,N03AB02,Phenytoin,target,SCN8A,inhibitor,0.0
54825,DB00252,N03AB52,Phenytoin,target,SCN8A,inhibitor,0.0
54826,DB00252,N03AB02,Phenytoin,target,NR1I2,agonist,0.0
55027,DB00252,N03AB52,Phenytoin,target,NR1I2,agonist,0.0
55028,DB00252,N03AB02,Phenytoin,target,SCN1B,inhibitor,0.0
55229,DB00252,N03AB52,Phenytoin,target,SCN1B,inhibitor,0.0
55230,DB00252,N03AB02,Phenytoin,target,SCN3A,inhibitor,0.0
55431,DB00252,N03AB52,Phenytoin,target,SCN3A,inhibitor,0.0
55432,DB00252,N03AB02,Phenytoin,enzyme,CYP2C9,substrate|inhibitor|inducer,1.0
55633,DB00252,N03AB52,Phenytoin,enzyme,CYP2C9,substrate|inhibitor|inducer,1.0
55634,DB00252,N03AB02,Phenytoin,enzyme,CYP2C19,substrate|inducer,1.0
55835,DB00252,N03AB52,Phenytoin,enzyme,CYP2C19,substrate|inducer,1.0
55836,DB00252,N03AB02,Phenytoin,enzyme,CYP3A4,substrate|inducer,0.0
56037,DB00252,N03AB52,Phenytoin,enzyme,CYP3A4,substrate|inducer,0.0
56038,DB00252,N03AB02,Phenytoin,enzyme,CYP3A5,substrate|inducer,0.0
56239,DB00252,N03AB52,Phenytoin,enzyme,CYP3A5,substrate|inducer,0.0
56240,DB00252,N03AB02,Phenytoin,enzyme,CYP1A2,inducer,0.0
56441,DB00252,N03AB52,Phenytoin,enzyme,CYP1A2,inducer,0.0
56442,DB00252,N03AB02,Phenytoin,enzyme,CYP2D6,substrate,0.0
56643,DB00252,N03AB52,Phenytoin,enzyme,CYP2D6,substrate,0.0
56644,DB00253,S01BA08,Medrysone,target,NR3C1,agonist,0.0
56645,DB00253,S01BA08,Medrysone,target,ESRRG,modulator,0.0
56646,DB00253,S01BA08,Medrysone,target,ESRRB,modulator,0.0
56647,DB00253,S01BA08,Medrysone,target,ESRRA,modulator,0.0
56648,DB00253,S01BA08,Medrysone,enzyme,CYP3A4,substrate|inducer,0.0
56649,DB00253,S01BA08,Medrysone,enzyme,CYP3A5,inducer,0.0
56650,DB00254,J01AA02,Doxycycline,target,,inhibitor,1.0
56742,DB00254,A01AB22,Doxycycline,target,,inhibitor,1.0
56834,DB00254,J01AA20,Doxycycline,target,,inhibitor,1.0
56835,DB00254,J01AA02,Doxycycline,enzyme,CYP3A4,inhibitor,1.0
56927,DB00254,A01AB22,Doxycycline,enzyme,CYP3A4,inhibitor,1.0
57019,DB00254,J01AA20,Doxycycline,enzyme,CYP3A4,inhibitor,1.0
57020,DB00255,L02AA04,Diethylstilbestrol,target,ESR2,agonist,0.0
57021,DB00255,L02AA01,Diethylstilbestrol,target,ESR2,agonist,0.0
57022,DB00255,G03CC05,Diethylstilbestrol,target,ESR2,agonist,0.0
57023,DB00255,G03CB02,Diethylstilbestrol,target,ESR2,agonist,0.0
57024,DB00255,L02AA04,Diethylstilbestrol,target,ESR1,agonist,0.0
57025,DB00255,L02AA01,Diethylstilbestrol,target,ESR1,agonist,0.0
57026,DB00255,G03CC05,Diethylstilbestrol,target,ESR1,agonist,0.0
57027,DB00255,G03CB02,Diethylstilbestrol,target,ESR1,agonist,0.0
57028,DB00255,L02AA04,Diethylstilbestrol,target,ESRRG,agonist,0.0
57029,DB00255,L02AA01,Diethylstilbestrol,target,ESRRG,agonist,0.0
57030,DB00255,G03CC05,Diethylstilbestrol,target,ESRRG,agonist,0.0
57031,DB00255,G03CB02,Diethylstilbestrol,target,ESRRG,agonist,0.0
57032,DB00255,L02AA04,Diethylstilbestrol,target,ESRRA,,0.0
57033,DB00255,L02AA01,Diethylstilbestrol,target,ESRRA,,0.0
57034,DB00255,G03CC05,Diethylstilbestrol,target,ESRRA,,0.0
57035,DB00255,G03CB02,Diethylstilbestrol,target,ESRRA,,0.0
57036,DB00255,L02AA04,Diethylstilbestrol,target,ESRRB,,0.0
57037,DB00255,L02AA01,Diethylstilbestrol,target,ESRRB,,0.0
57038,DB00255,G03CC05,Diethylstilbestrol,target,ESRRB,,0.0
57039,DB00255,G03CB02,Diethylstilbestrol,target,ESRRB,,0.0
57040,DB00255,L02AA04,Diethylstilbestrol,target,NCOA2,,0.0
57041,DB00255,L02AA01,Diethylstilbestrol,target,NCOA2,,0.0
57042,DB00255,G03CC05,Diethylstilbestrol,target,NCOA2,,0.0
57043,DB00255,G03CB02,Diethylstilbestrol,target,NCOA2,,0.0
57044,DB00255,L02AA04,Diethylstilbestrol,target,NR1I2,,0.0
57045,DB00255,L02AA01,Diethylstilbestrol,target,NR1I2,,0.0
57046,DB00255,G03CC05,Diethylstilbestrol,target,NR1I2,,0.0
57047,DB00255,G03CB02,Diethylstilbestrol,target,NR1I2,,0.0
57048,DB00255,L02AA04,Diethylstilbestrol,target,AR,antagonist,0.0
57049,DB00255,L02AA01,Diethylstilbestrol,target,AR,antagonist,0.0
57050,DB00255,G03CC05,Diethylstilbestrol,target,AR,antagonist,0.0
57051,DB00255,G03CB02,Diethylstilbestrol,target,AR,antagonist,0.0
57052,DB00255,L02AA04,Diethylstilbestrol,target,SHBG,,0.0
57053,DB00255,L02AA01,Diethylstilbestrol,target,SHBG,,0.0
57054,DB00255,G03CC05,Diethylstilbestrol,target,SHBG,,0.0
57055,DB00255,G03CB02,Diethylstilbestrol,target,SHBG,,0.0
57056,DB00255,L02AA04,Diethylstilbestrol,enzyme,CYP3A4,substrate|inhibitor,0.0
57057,DB00255,L02AA01,Diethylstilbestrol,enzyme,CYP3A4,substrate|inhibitor,0.0
57058,DB00255,G03CC05,Diethylstilbestrol,enzyme,CYP3A4,substrate|inhibitor,0.0
57059,DB00255,G03CB02,Diethylstilbestrol,enzyme,CYP3A4,substrate|inhibitor,0.0
57060,DB00255,L02AA04,Diethylstilbestrol,enzyme,CYP2C9,inhibitor,0.0
57061,DB00255,L02AA01,Diethylstilbestrol,enzyme,CYP2C9,inhibitor,0.0
57062,DB00255,G03CC05,Diethylstilbestrol,enzyme,CYP2C9,inhibitor,0.0
57063,DB00255,G03CB02,Diethylstilbestrol,enzyme,CYP2C9,inhibitor,0.0
57064,DB00256,J01AA04,Lymecycline,target,rpsD,inhibitor,1.0
57065,DB00256,J01AA20,Lymecycline,target,rpsD,inhibitor,1.0
57066,DB00257,D01AC01,Clotrimazole,target,ERG11,antagonist|inhibitor,0.0
57067,DB00257,A01AB18,Clotrimazole,target,ERG11,antagonist|inhibitor,0.0
57068,DB00257,G01AF02,Clotrimazole,target,ERG11,antagonist|inhibitor,0.0
57069,DB00257,G01AF20,Clotrimazole,target,ERG11,antagonist|inhibitor,0.0
57070,DB00257,D01AC01,Clotrimazole,target,KCNN4,inhibitor,0.0
57071,DB00257,A01AB18,Clotrimazole,target,KCNN4,inhibitor,0.0
57072,DB00257,G01AF02,Clotrimazole,target,KCNN4,inhibitor,0.0
57073,DB00257,G01AF20,Clotrimazole,target,KCNN4,inhibitor,0.0
57074,DB00257,D01AC01,Clotrimazole,target,,inhibitor,0.0
57075,DB00257,A01AB18,Clotrimazole,target,,inhibitor,0.0
57076,DB00257,G01AF02,Clotrimazole,target,,inhibitor,0.0
57077,DB00257,G01AF20,Clotrimazole,target,,inhibitor,0.0
57078,DB00257,D01AC01,Clotrimazole,target,CXCR2,modulator,0.0
57079,DB00257,A01AB18,Clotrimazole,target,CXCR2,modulator,0.0
57080,DB00257,G01AF02,Clotrimazole,target,CXCR2,modulator,0.0
57081,DB00257,G01AF20,Clotrimazole,target,CXCR2,modulator,0.0
57082,DB00257,D01AC01,Clotrimazole,target,NR1I2,activator,0.0
57083,DB00257,A01AB18,Clotrimazole,target,NR1I2,activator,0.0
57084,DB00257,G01AF02,Clotrimazole,target,NR1I2,activator,0.0
57085,DB00257,G01AF20,Clotrimazole,target,NR1I2,activator,0.0
57086,DB00257,D01AC01,Clotrimazole,target,HCAR2,partial agonist,0.0
57087,DB00257,A01AB18,Clotrimazole,target,HCAR2,partial agonist,0.0
57088,DB00257,G01AF02,Clotrimazole,target,HCAR2,partial agonist,0.0
57089,DB00257,G01AF20,Clotrimazole,target,HCAR2,partial agonist,0.0
57090,DB00257,D01AC01,Clotrimazole,enzyme,CYP3A4,substrate|inhibitor|inducer,0.0
57091,DB00257,A01AB18,Clotrimazole,enzyme,CYP3A4,substrate|inhibitor|inducer,0.0
57092,DB00257,G01AF02,Clotrimazole,enzyme,CYP3A4,substrate|inhibitor|inducer,0.0
57093,DB00257,G01AF20,Clotrimazole,enzyme,CYP3A4,substrate|inhibitor|inducer,0.0
57094,DB00257,D01AC01,Clotrimazole,enzyme,CYP2D6,inhibitor,0.0
57095,DB00257,A01AB18,Clotrimazole,enzyme,CYP2D6,inhibitor,0.0
57096,DB00257,G01AF02,Clotrimazole,enzyme,CYP2D6,inhibitor,0.0
57097,DB00257,G01AF20,Clotrimazole,enzyme,CYP2D6,inhibitor,0.0
57098,DB00257,D01AC01,Clotrimazole,enzyme,CYP2C9,inhibitor,0.0
57099,DB00257,A01AB18,Clotrimazole,enzyme,CYP2C9,inhibitor,0.0
57100,DB00257,G01AF02,Clotrimazole,enzyme,CYP2C9,inhibitor,0.0
57101,DB00257,G01AF20,Clotrimazole,enzyme,CYP2C9,inhibitor,0.0
57102,DB00258,V03AE04,Calcium acetate,target,,binder,1.0
57103,DB00258,A11GB01,Calcium acetate,target,,binder,1.0
57104,DB00258,V03AE07,Calcium acetate,target,,binder,1.0
57105,DB00259,G01AE10,Sulfanilamide,target,folP,inhibitor,1.0
57106,DB00259,J01EB06,Sulfanilamide,target,folP,inhibitor,1.0
57107,DB00259,D06BA05,Sulfanilamide,target,folP,inhibitor,1.0
57108,DB00260,J04AB01,Cycloserine,target,ddlA,inhibitor,1.0
57109,DB00260,J04AB01,Cycloserine,target,alr,inhibitor,1.0
57110,DB00260,J04AB01,Cycloserine,target,GRIN1,inhibitor,1.0
57111,DB00261,L01XX35,Anagrelide,target,PDE3A,inhibitor,1.0
57214,DB00261,L01XX35,Anagrelide,enzyme,CYP1A2,substrate|inhibitor,1.0
57317,DB00262,L01AD01,Carmustine,target,,cross-linking/alkylation,1.0
57418,DB00262,L01AD01,Carmustine,target,GSR,allosteric modulator,1.0
57620,DB00263,J01EB05,Sulfisoxazole,target,folP,inhibitor,1.0
57621,DB00263,G01AE10,Sulfisoxazole,target,folP,inhibitor,1.0
57622,DB00263,S01AB02,Sulfisoxazole,target,folP,inhibitor,1.0
57623,DB00263,J01EB05,Sulfisoxazole,enzyme,CYP2C9,inhibitor,1.0
57624,DB00263,G01AE10,Sulfisoxazole,enzyme,CYP2C9,inhibitor,1.0
57625,DB00263,S01AB02,Sulfisoxazole,enzyme,CYP2C9,inhibitor,1.0
57626,DB00264,C07FB02,Metoprolol,target,ADRB1,antagonist,0.0
57627,DB00264,C07FX05,Metoprolol,target,ADRB1,antagonist,0.0
57628,DB00264,C07FX03,Metoprolol,target,ADRB1,antagonist,0.0
57629,DB00264,C07FB13,Metoprolol,target,ADRB1,antagonist,0.0
57630,DB00264,C07AB02,Metoprolol,target,ADRB1,antagonist,0.0
57737,DB00264,C07BB52,Metoprolol,target,ADRB1,antagonist,0.0
57738,DB00264,C07CB02,Metoprolol,target,ADRB1,antagonist,0.0
57739,DB00264,C07BB02,Metoprolol,target,ADRB1,antagonist,0.0
57740,DB00264,C07FB02,Metoprolol,target,ADRB2,antagonist,0.0
57741,DB00264,C07FX05,Metoprolol,target,ADRB2,antagonist,0.0
57742,DB00264,C07FX03,Metoprolol,target,ADRB2,antagonist,0.0
57743,DB00264,C07FB13,Metoprolol,target,ADRB2,antagonist,0.0
57744,DB00264,C07AB02,Metoprolol,target,ADRB2,antagonist,0.0
57851,DB00264,C07BB52,Metoprolol,target,ADRB2,antagonist,0.0
57852,DB00264,C07CB02,Metoprolol,target,ADRB2,antagonist,0.0
57853,DB00264,C07BB02,Metoprolol,target,ADRB2,antagonist,0.0
57854,DB00264,C07FB02,Metoprolol,target,ADRB1,inhibitor,0.0
57855,DB00264,C07FX05,Metoprolol,target,ADRB1,inhibitor,0.0
57856,DB00264,C07FX03,Metoprolol,target,ADRB1,inhibitor,0.0
57857,DB00264,C07FB13,Metoprolol,target,ADRB1,inhibitor,0.0
57858,DB00264,C07AB02,Metoprolol,target,ADRB1,inhibitor,0.0
57965,DB00264,C07BB52,Metoprolol,target,ADRB1,inhibitor,0.0
57966,DB00264,C07CB02,Metoprolol,target,ADRB1,inhibitor,0.0
57967,DB00264,C07BB02,Metoprolol,target,ADRB1,inhibitor,0.0
57968,DB00264,C07FB02,Metoprolol,enzyme,CYP3A4,substrate,0.0
57969,DB00264,C07FX05,Metoprolol,enzyme,CYP3A4,substrate,0.0
57970,DB00264,C07FX03,Metoprolol,enzyme,CYP3A4,substrate,0.0
57971,DB00264,C07FB13,Metoprolol,enzyme,CYP3A4,substrate,0.0
57972,DB00264,C07AB02,Metoprolol,enzyme,CYP3A4,substrate,0.0
58079,DB00264,C07BB52,Metoprolol,enzyme,CYP3A4,substrate,0.0
58080,DB00264,C07CB02,Metoprolol,enzyme,CYP3A4,substrate,0.0
58081,DB00264,C07BB02,Metoprolol,enzyme,CYP3A4,substrate,0.0
58082,DB00264,C07FB02,Metoprolol,enzyme,CYP2D6,substrate|inhibitor,1.0
58083,DB00264,C07FX05,Metoprolol,enzyme,CYP2D6,substrate|inhibitor,1.0
58084,DB00264,C07FX03,Metoprolol,enzyme,CYP2D6,substrate|inhibitor,1.0
58085,DB00264,C07FB13,Metoprolol,enzyme,CYP2D6,substrate|inhibitor,1.0
58086,DB00264,C07AB02,Metoprolol,enzyme,CYP2D6,substrate|inhibitor,1.0
58193,DB00264,C07BB52,Metoprolol,enzyme,CYP2D6,substrate|inhibitor,1.0
58194,DB00264,C07CB02,Metoprolol,enzyme,CYP2D6,substrate|inhibitor,1.0
58195,DB00264,C07BB02,Metoprolol,enzyme,CYP2D6,substrate|inhibitor,1.0
58196,DB00265,,Crotamiton,target,TRPV4,inhibitor,1.0
58197,DB00266,B01AA01,Dicoumarol,target,VKORC1,inhibitor,1.0
58198,DB00266,B01AA01,Dicoumarol,target,NQO1,inhibitor,1.0
58199,DB00266,B01AA01,Dicoumarol,target,CRYZ,inhibitor,1.0
58200,DB00266,B01AA01,Dicoumarol,enzyme,CYP2C9,substrate,1.0
58201,DB00267,S02AA18,Cefmenoxime,target,ftsI,inhibitor,1.0
58202,DB00267,J01DD05,Cefmenoxime,target,ftsI,inhibitor,1.0
58203,DB00267,S01AA31,Cefmenoxime,target,ftsI,inhibitor,1.0
58204,DB00267,S02AA18,Cefmenoxime,target,pbpA,inhibitor,1.0
58205,DB00267,J01DD05,Cefmenoxime,target,pbpA,inhibitor,1.0
58206,DB00267,S01AA31,Cefmenoxime,target,pbpA,inhibitor,1.0
58207,DB00268,N04BC04,Ropinirole,target,DRD3,agonist,1.0
58674,DB00268,N04BC04,Ropinirole,target,DRD2,agonist,1.0
59141,DB00268,N04BC04,Ropinirole,target,DRD4,agonist,1.0
59608,DB00268,N04BC04,Ropinirole,target,ADRA1A,antagonist,1.0
60075,DB00268,N04BC04,Ropinirole,enzyme,CYP1A2,substrate,1.0
60542,DB00269,G03CA06,Chlorotrianisene,target,ESR1,agonist,1.0
60543,DB00270,C08CA03,Isradipine,target,CACNA1C,inhibitor,1.0
60570,DB00270,C08CA03,Isradipine,target,CACNA2D1,inhibitor,1.0
60597,DB00270,C08CA03,Isradipine,target,CACNB2,inhibitor,1.0
60624,DB00270,C08CA03,Isradipine,target,CACNA1H,inhibitor,1.0
60651,DB00270,C08CA03,Isradipine,target,CACNA2D2,inhibitor,1.0
60678,DB00270,C08CA03,Isradipine,target,CACNA1D,inhibitor,1.0
60705,DB00270,C08CA03,Isradipine,target,CACNA1S,inhibitor,1.0
60732,DB00270,C08CA03,Isradipine,enzyme,CYP3A4,substrate|inhibitor,1.0
60759,DB00272,V04CG02,Betazole,target,HRH2,agonist,1.0
60760,DB00273,A08AA51,Topiramate,target,GABRA1,agonist,0.0
60761,DB00273,N03AX11,Topiramate,target,GABRA1,agonist,0.0
61099,DB00273,A08AA51,Topiramate,target,SCN1A,inhibitor,0.0
61100,DB00273,N03AX11,Topiramate,target,SCN1A,inhibitor,0.0
61438,DB00273,A08AA51,Topiramate,target,GRIK1,antagonist,0.0
61439,DB00273,N03AX11,Topiramate,target,GRIK1,antagonist,0.0
61777,DB00273,A08AA51,Topiramate,target,CA2,inhibitor,0.0
61778,DB00273,N03AX11,Topiramate,target,CA2,inhibitor,0.0
62116,DB00273,A08AA51,Topiramate,target,CA4,inhibitor,0.0
62117,DB00273,N03AX11,Topiramate,target,CA4,inhibitor,0.0
62455,DB00273,A08AA51,Topiramate,target,CACNA1C,antagonist,0.0
62456,DB00273,N03AX11,Topiramate,target,CACNA1C,antagonist,0.0
63133,DB00273,A08AA51,Topiramate,target,CA1,inhibitor,0.0
63134,DB00273,N03AX11,Topiramate,target,CA1,inhibitor,0.0
63472,DB00273,A08AA51,Topiramate,target,CA3,inhibitor,0.0
63473,DB00273,N03AX11,Topiramate,target,CA3,inhibitor,0.0
63811,DB00273,A08AA51,Topiramate,target,CACNA1E,antagonist,0.0
63812,DB00273,N03AX11,Topiramate,target,CACNA1E,antagonist,0.0
64150,DB00273,A08AA51,Topiramate,enzyme,CYP3A4,inducer,0.0
64151,DB00273,N03AX11,Topiramate,enzyme,CYP3A4,inducer,0.0
64489,DB00273,A08AA51,Topiramate,enzyme,CYP2C19,inhibitor,0.0
64490,DB00273,N03AX11,Topiramate,enzyme,CYP2C19,inhibitor,0.0
64828,DB00274,J01DC09,Cefmetazole,target,mecA,inhibitor,1.0
64829,DB00274,J01DC09,Cefmetazole,target,mrcA,inhibitor,1.0
64830,DB00274,J01DC09,Cefmetazole,target,mrcB,inhibitor,1.0
64831,DB00274,J01DC09,Cefmetazole,target,ftsI,inhibitor,1.0
64832,DB00274,J01DC09,Cefmetazole,target,dacA,inhibitor,1.0
64833,DB00274,J01DC09,Cefmetazole,target,dacC,inhibitor,1.0
64834,DB00275,C09DA08,Olmesartan,target,AGTR1,antagonist,1.0
64835,DB00275,C09DX03,Olmesartan,target,AGTR1,antagonist,1.0
64836,DB00275,C09CA08,Olmesartan,target,AGTR1,antagonist,1.0
64837,DB00275,C09DB02,Olmesartan,target,AGTR1,antagonist,1.0
64838,DB00276,L01XX01,Amsacrine,target,,intercalation,1.0
64849,DB00276,L01XX01,Amsacrine,target,TOP2A,inhibitor,1.0
64860,DB00276,L01XX01,Amsacrine,target,TOP2B,inhibitor,1.0
64871,DB00276,L01XX01,Amsacrine,target,KCNH2,inhibitor,1.0
64882,DB00276,L01XX01,Amsacrine,target,ORM1,,1.0
64893,DB00276,L01XX01,Amsacrine,target,ALB,,1.0
64904,DB00277,R03DA54,Theophylline,target,ADORA1,antagonist,0.0
64905,DB00277,R03DA74,Theophylline,target,ADORA1,antagonist,0.0
64906,DB00277,R03DA20,Theophylline,target,ADORA1,antagonist,0.0
64907,DB00277,R03DA04,Theophylline,target,ADORA1,antagonist,0.0
64931,DB00277,R03DB04,Theophylline,target,ADORA1,antagonist,0.0
64932,DB00277,R03DA54,Theophylline,target,ADORA2A,antagonist,0.0
64933,DB00277,R03DA74,Theophylline,target,ADORA2A,antagonist,0.0
64934,DB00277,R03DA20,Theophylline,target,ADORA2A,antagonist,0.0
64935,DB00277,R03DA04,Theophylline,target,ADORA2A,antagonist,0.0
64959,DB00277,R03DB04,Theophylline,target,ADORA2A,antagonist,0.0
64960,DB00277,R03DA54,Theophylline,target,ADORA2B,antagonist,0.0
64961,DB00277,R03DA74,Theophylline,target,ADORA2B,antagonist,0.0
64962,DB00277,R03DA20,Theophylline,target,ADORA2B,antagonist,0.0
64963,DB00277,R03DA04,Theophylline,target,ADORA2B,antagonist,0.0
64987,DB00277,R03DB04,Theophylline,target,ADORA2B,antagonist,0.0
64988,DB00277,R03DA54,Theophylline,target,PDE4B,inhibitor,0.0
64989,DB00277,R03DA74,Theophylline,target,PDE4B,inhibitor,0.0
64990,DB00277,R03DA20,Theophylline,target,PDE4B,inhibitor,0.0
64991,DB00277,R03DA04,Theophylline,target,PDE4B,inhibitor,0.0
65015,DB00277,R03DB04,Theophylline,target,PDE4B,inhibitor,0.0
65016,DB00277,R03DA54,Theophylline,target,PDE5A,inhibitor,0.0
65017,DB00277,R03DA74,Theophylline,target,PDE5A,inhibitor,0.0
65018,DB00277,R03DA20,Theophylline,target,PDE5A,inhibitor,0.0
65019,DB00277,R03DA04,Theophylline,target,PDE5A,inhibitor,0.0
65043,DB00277,R03DB04,Theophylline,target,PDE5A,inhibitor,0.0
65044,DB00277,R03DA54,Theophylline,target,PDE4A,inhibitor,0.0
65045,DB00277,R03DA74,Theophylline,target,PDE4A,inhibitor,0.0
65046,DB00277,R03DA20,Theophylline,target,PDE4A,inhibitor,0.0
65047,DB00277,R03DA04,Theophylline,target,PDE4A,inhibitor,0.0
65071,DB00277,R03DB04,Theophylline,target,PDE4A,inhibitor,0.0
65072,DB00277,R03DA54,Theophylline,target,PDE3A,inhibitor,0.0
65073,DB00277,R03DA74,Theophylline,target,PDE3A,inhibitor,0.0
65074,DB00277,R03DA20,Theophylline,target,PDE3A,inhibitor,0.0
65075,DB00277,R03DA04,Theophylline,target,PDE3A,inhibitor,0.0
65099,DB00277,R03DB04,Theophylline,target,PDE3A,inhibitor,0.0
65100,DB00277,R03DA54,Theophylline,target,HDAC2,activator,0.0
65101,DB00277,R03DA74,Theophylline,target,HDAC2,activator,0.0
65102,DB00277,R03DA20,Theophylline,target,HDAC2,activator,0.0
65103,DB00277,R03DA04,Theophylline,target,HDAC2,activator,0.0
65127,DB00277,R03DB04,Theophylline,target,HDAC2,activator,0.0
65128,DB00277,R03DA54,Theophylline,target,PARP1,inhibitor,0.0
65129,DB00277,R03DA74,Theophylline,target,PARP1,inhibitor,0.0
65130,DB00277,R03DA20,Theophylline,target,PARP1,inhibitor,0.0
65131,DB00277,R03DA04,Theophylline,target,PARP1,inhibitor,0.0
65155,DB00277,R03DB04,Theophylline,target,PARP1,inhibitor,0.0
65156,DB00277,R03DA54,Theophylline,target,RIC3,modulator,0.0
65157,DB00277,R03DA74,Theophylline,target,RIC3,modulator,0.0
65158,DB00277,R03DA20,Theophylline,target,RIC3,modulator,0.0
65159,DB00277,R03DA04,Theophylline,target,RIC3,modulator,0.0
65183,DB00277,R03DB04,Theophylline,target,RIC3,modulator,0.0
65184,DB00277,R03DA54,Theophylline,target,NT5E,inhibitor,0.0
65185,DB00277,R03DA74,Theophylline,target,NT5E,inhibitor,0.0
65186,DB00277,R03DA20,Theophylline,target,NT5E,inhibitor,0.0
65187,DB00277,R03DA04,Theophylline,target,NT5E,inhibitor,0.0
65211,DB00277,R03DB04,Theophylline,target,NT5E,inhibitor,0.0
65212,DB00277,R03DA54,Theophylline,target,CPNE1,binder,0.0
65213,DB00277,R03DA74,Theophylline,target,CPNE1,binder,0.0
65214,DB00277,R03DA20,Theophylline,target,CPNE1,binder,0.0
65215,DB00277,R03DA04,Theophylline,target,CPNE1,binder,0.0
65239,DB00277,R03DB04,Theophylline,target,CPNE1,binder,0.0
65240,DB00277,R03DA54,Theophylline,enzyme,CYP2D6,substrate,0.0
65241,DB00277,R03DA74,Theophylline,enzyme,CYP2D6,substrate,0.0
65242,DB00277,R03DA20,Theophylline,enzyme,CYP2D6,substrate,0.0
