,DrugBank_id,Drug_ATC,Drug_name,Tipo,Gene_name,Accion,Prioridad
0,DB00001,B01AE02,Lepirudin,target,F2,inhibitor,1.0
26,DB00002,L01FE01,Cetuximab,target,EGFR,binder,1.0
27,DB00002,L01FE01,Cetuximab,target,FCGR3B,binder,1.0
28,DB00002,L01FE01,Cetuximab,target,C1QA,binder,1.0
29,DB00002,L01FE01,Cetuximab,target,C1QB,binder,1.0
30,DB00002,L01FE01,Cetuximab,target,C1QC,binder,1.0
31,DB00002,L01FE01,Cetuximab,target,FCGR3A,binder,1.0
32,DB00002,L01FE01,Cetuximab,target,FCGR1A,binder,1.0
33,DB00002,L01FE01,Cetuximab,target,FCGR2A,binder,1.0
34,DB00003,R05CB13,Dornase alfa,target,DNASE1,other,1.0
35,DB00004,L01XX29,Denileukin diftitox,target,IL2RA,ligand,1.0
36,DB00004,L01XX29,Denileukin diftitox,target,IL2RB,ligand,1.0
37,DB00005,L04AB01,Etanercept,target,TNF,inhibitor|antibody,1.0
38,DB00005,L04AB01,Etanercept,target,LTA,antibody,1.0
39,DB00005,L04AB01,Etanercept,target,FCGR1A,ligand,1.0
40,DB00005,L04AB01,Etanercept,target,FCGR2A,ligand,1.0
41,DB00005,L04AB01,Etanercept,target,FCGR2B,ligand,1.0
42,DB00005,L04AB01,Etanercept,target,FCGR2C,ligand,1.0
43,DB00005,L04AB01,Etanercept,target,FCGR3A,ligand,1.0
44,DB00005,L04AB01,Etanercept,target,FCGR3B,ligand,1.0
45,DB00005,L04AB01,Etanercept,target,C1QA,ligand,1.0
46,DB00006,B01AE06,Bivalirudin,target,F2,inhibitor,1.0
129,DB00007,L02AE51,Leuprolide,target,GNRHR,agonist,1.0
130,DB00007,L02AE02,Leuprolide,target,GNRHR,agonist,1.0
220,DB00007,L02AE51,Leuprolide,target,GNRH1,activator,1.0
221,DB00007,L02AE02,Leuprolide,target,GNRH1,activator,1.0
311,DB00008,L03AB11,Peginterferon alfa-2a,target,IFNAR2,agonist,1.0
312,DB00008,L03AB61,Peginterferon alfa-2a,target,IFNAR2,agonist,1.0
313,DB00008,L03AB11,Peginterferon alfa-2a,target,IFNAR1,agonist,1.0
314,DB00008,L03AB61,Peginterferon alfa-2a,target,IFNAR1,agonist,1.0
315,DB00008,L03AB11,Peginterferon alfa-2a,target,IFNA2,modulator,1.0
316,DB00008,L03AB61,Peginterferon alfa-2a,target,IFNA2,modulator,1.0
317,DB00008,L03AB11,Peginterferon alfa-2a,enzyme,CYP1A2,inhibitor,1.0
318,DB00008,L03AB61,Peginterferon alfa-2a,enzyme,CYP1A2,inhibitor,1.0
319,DB00009,B01AD02,Alteplase,target,PLG,activator,1.0
320,DB00009,S01XA13,Alteplase,target,PLG,activator,1.0
321,DB00009,B01AD02,Alteplase,target,FGA,binder,1.0
322,DB00009,S01XA13,Alteplase,target,FGA,binder,1.0
323,DB00009,B01AD02,Alteplase,target,FGG,binder,1.0
324,DB00009,S01XA13,Alteplase,target,FGG,binder,1.0
325,DB00009,B01AD02,Alteplase,target,SERPINE1,,1.0
326,DB00009,S01XA13,Alteplase,target,SERPINE1,,1.0
327,DB00010,V04CD03,Sermorelin,target,GHRHR,agonist,1.0
328,DB00010,H01AC04,Sermorelin,target,GHRHR,agonist,1.0
329,DB00011,L03AB06,Interferon alfa-n1,target,IFNAR1,agonist,1.0
330,DB00011,L03AB06,Interferon alfa-n1,target,IFNAR2,agonist,1.0
331,DB00011,L03AB06,Interferon alfa-n1,enzyme,CYP1A2,inhibitor,1.0
332,DB00012,B03XA02,Darbepoetin alfa,target,EPOR,agonist,1.0
333,DB00013,B01AD04,Urokinase,target,PLG,activator,1.0
334,DB00013,B01AD04,Urokinase,target,PLAUR,inducer|modulator,1.0
335,DB00013,B01AD04,Urokinase,target,SERPINE1,substrate|inducer,1.0
336,DB00013,B01AD04,Urokinase,target,SERPINB2,substrate|inducer,1.0
337,DB00013,B01AD04,Urokinase,target,PLAU,modulator,1.0
338,DB00013,B01AD04,Urokinase,target,SERPINA5,substrate,1.0
339,DB00013,B01AD04,Urokinase,target,LRP2,substrate,1.0
340,DB00013,B01AD04,Urokinase,target,ST14,substrate,1.0
341,DB00013,B01AD04,Urokinase,target,NID1,ligand,1.0
342,DB00014,L02AE03,Goserelin,target,LHCGR,agonist,1.0
490,DB00014,L02AE03,Goserelin,target,GNRHR,agonist,1.0
638,DB00014,L02AE03,Goserelin,target,GNRH1,activator,1.0
786,DB00015,B01AD07,Reteplase,target,PLG,activator,1.0
787,DB00015,B01AD07,Reteplase,target,FGA,,1.0
788,DB00015,B01AD07,Reteplase,target,SERPINE1,,1.0
789,DB00016,B03XA01,Erythropoietin,target,EPOR,agonist,1.0
832,DB00017,H05BA01,Salmon calcitonin,target,CALCR,agonist,1.0
895,DB00018,,Interferon alfa-n3,target,IFNAR1,agonist,1.0
896,DB00018,,Interferon alfa-n3,target,IFNAR2,agonist,1.0
897,DB00018,,Interferon alfa-n3,enzyme,CYP1A2,inhibitor,1.0
898,DB00019,L03AA13,Pegfilgrastim,target,CSF3R,agonist,1.0
899,DB00020,L03AA09,Sargramostim,target,CSF2RA,agonist,1.0
900,DB00020,L03AA09,Sargramostim,target,IL3RA,agonist,1.0
901,DB00020,L03AA09,Sargramostim,target,CSF2RB,agonist,1.0
902,DB00020,L03AA09,Sargramostim,target,SDC2,agonist,1.0
903,DB00022,L03AB10,Peginterferon alfa-2b,target,IFNAR1,agonist,0.0
904,DB00022,L03AB60,Peginterferon alfa-2b,target,IFNAR1,agonist,0.0
905,DB00022,L03AB10,Peginterferon alfa-2b,target,IFNAR2,agonist,0.0
906,DB00022,L03AB60,Peginterferon alfa-2b,target,IFNAR2,agonist,0.0
907,DB00022,L03AB10,Peginterferon alfa-2b,target,IFNA2,modulator,0.0
908,DB00022,L03AB60,Peginterferon alfa-2b,target,IFNA2,modulator,0.0
909,DB00022,L03AB10,Peginterferon alfa-2b,enzyme,CYP1A2,inhibitor,0.0
910,DB00022,L03AB60,Peginterferon alfa-2b,enzyme,CYP1A2,inhibitor,0.0
911,DB00022,L03AB10,Peginterferon alfa-2b,enzyme,CYP2D6,inhibitor,0.0
912,DB00022,L03AB60,Peginterferon alfa-2b,enzyme,CYP2D6,inhibitor,0.0
913,DB00022,L03AB10,Peginterferon alfa-2b,enzyme,CYP2C9,inducer,0.0
914,DB00022,L03AB60,Peginterferon alfa-2b,enzyme,CYP2C9,inducer,0.0
915,DB00023,L01XX02,Asparaginase Escherichia coli,target,,other/unknown,1.0
916,DB00024,H01AB01,Thyrotropin alfa,target,TSHR,agonist,1.0
917,DB00025,B02BD02,"Antihemophilic factor, human recombinant",target,F10,activator,1.0
918,DB00025,B02BD02,"Antihemophilic factor, human recombinant",target,F9,cofactor,1.0
919,DB00025,B02BD02,"Antihemophilic factor, human recombinant",target,VWF,binder,1.0
920,DB00025,B02BD02,"Antihemophilic factor, human recombinant",target,PHYH,antagonist,1.0
921,DB00025,B02BD02,"Antihemophilic factor, human recombinant",target,ASGR2,binder,1.0
922,DB00025,B02BD02,"Antihemophilic factor, human recombinant",target,HSPA5,chaperone,1.0
923,DB00025,B02BD02,"Antihemophilic factor, human recombinant",target,CALR,chaperone,1.0
924,DB00025,B02BD02,"Antihemophilic factor, human recombinant",target,CANX,chaperone,1.0
925,DB00025,B02BD02,"Antihemophilic factor, human recombinant",target,LMAN1,binder|transporter,1.0
926,DB00025,B02BD02,"Antihemophilic factor, human recombinant",target,LRP1,modulator,1.0
927,DB00025,B02BD02,"Antihemophilic factor, human recombinant",target,MCFD2,modulator,1.0
928,DB00026,L04AC03,Anakinra,target,IL1R1,antagonist,1.0
929,DB00027,R02AB30,Gramicidin D,target,folP,binder,1.0
930,DB00028,,Human immunoglobulin G,target,FCGR1A,antagonist,1.0
931,DB00028,,Human immunoglobulin G,target,FCGR1BP,antagonist,1.0
932,DB00028,,Human immunoglobulin G,target,FCGR2A,antagonist,1.0
933,DB00028,,Human immunoglobulin G,target,FCGR2B,antagonist,1.0
934,DB00028,,Human immunoglobulin G,target,FCGR2C,antagonist,1.0
935,DB00028,,Human immunoglobulin G,target,FCGR3A,antagonist,1.0
936,DB00028,,Human immunoglobulin G,target,FCGR3B,antagonist,1.0
937,DB00028,,Human immunoglobulin G,target,C3,binder,1.0
938,DB00028,,Human immunoglobulin G,target,C4A,binder,1.0
939,DB00028,,Human immunoglobulin G,target,C4B,binder,1.0
940,DB00028,,Human immunoglobulin G,target,C5,binder,1.0
941,DB00029,B01AD03,Anistreplase,target,PLG,activator,1.0
942,DB00029,B01AD03,Anistreplase,target,FGA,,1.0
943,DB00029,B01AD03,Anistreplase,target,SERPINE1,,1.0
944,DB00030,A10AC01,Insulin human,target,INSR,agonist,1.0
989,DB00030,A10AE01,Insulin human,target,INSR,agonist,1.0
1034,DB00030,A10AB01,Insulin human,target,INSR,agonist,1.0
1079,DB00030,A10AD01,Insulin human,target,INSR,agonist,1.0
1124,DB00030,A10AF01,Insulin human,target,INSR,agonist,1.0
1169,DB00030,A10AC01,Insulin human,target,IGF1R,activator,1.0
1214,DB00030,A10AE01,Insulin human,target,IGF1R,activator,1.0
1259,DB00030,A10AB01,Insulin human,target,IGF1R,activator,1.0
1304,DB00030,A10AD01,Insulin human,target,IGF1R,activator,1.0
1349,DB00030,A10AF01,Insulin human,target,IGF1R,activator,1.0
1394,DB00030,A10AC01,Insulin human,target,CPE,modulator|product of,1.0
1439,DB00030,A10AE01,Insulin human,target,CPE,modulator|product of,1.0
1484,DB00030,A10AB01,Insulin human,target,CPE,modulator|product of,1.0
1529,DB00030,A10AD01,Insulin human,target,CPE,modulator|product of,1.0
1574,DB00030,A10AF01,Insulin human,target,CPE,modulator|product of,1.0
1619,DB00030,A10AC01,Insulin human,target,CCN3,downregulator,1.0
1664,DB00030,A10AE01,Insulin human,target,CCN3,downregulator,1.0
1709,DB00030,A10AB01,Insulin human,target,CCN3,downregulator,1.0
1754,DB00030,A10AD01,Insulin human,target,CCN3,downregulator,1.0
1799,DB00030,A10AF01,Insulin human,target,CCN3,downregulator,1.0
1844,DB00030,A10AC01,Insulin human,target,LRP2,substrate,1.0
1889,DB00030,A10AE01,Insulin human,target,LRP2,substrate,1.0
1934,DB00030,A10AB01,Insulin human,target,LRP2,substrate,1.0
1979,DB00030,A10AD01,Insulin human,target,LRP2,substrate,1.0
2024,DB00030,A10AF01,Insulin human,target,LRP2,substrate,1.0
2069,DB00030,A10AC01,Insulin human,target,IGFBP7,inhibitor|binder,1.0
2114,DB00030,A10AE01,Insulin human,target,IGFBP7,inhibitor|binder,1.0
2159,DB00030,A10AB01,Insulin human,target,IGFBP7,inhibitor|binder,1.0
2204,DB00030,A10AD01,Insulin human,target,IGFBP7,inhibitor|binder,1.0
2249,DB00030,A10AF01,Insulin human,target,IGFBP7,inhibitor|binder,1.0
2294,DB00030,A10AC01,Insulin human,enzyme,CYP1A2,inducer,1.0
2339,DB00030,A10AE01,Insulin human,enzyme,CYP1A2,inducer,1.0
2384,DB00030,A10AB01,Insulin human,enzyme,CYP1A2,inducer,1.0
2429,DB00030,A10AD01,Insulin human,enzyme,CYP1A2,inducer,1.0
2474,DB00030,A10AF01,Insulin human,enzyme,CYP1A2,inducer,1.0
2519,DB00031,B01AD11,Tenecteplase,target,PLG,activator,1.0
2520,DB00032,G03GA02,Menotropins,target,FSHR,binder,1.0
2521,DB00032,G03GA03,Menotropins,target,FSHR,binder,1.0
2522,DB00032,G03GA02,Menotropins,target,LHCGR,,1.0
2523,DB00032,G03GA03,Menotropins,target,LHCGR,,1.0
2524,DB00033,,Interferon gamma-1b,target,IFNGR1,binder,1.0
2525,DB00033,,Interferon gamma-1b,target,IFNGR2,binder,1.0
2526,DB00033,,Interferon gamma-1b,enzyme,CYP1A2,inhibitor,1.0
2527,DB00034,L03AB04,Interferon alfa-2a,target,IFNAR1,,1.0
2528,DB00034,L03AB04,Interferon alfa-2a,target,IFNAR2,,1.0
2529,DB00034,L03AB04,Interferon alfa-2a,enzyme,CYP1A2,inhibitor,1.0
2530,DB00035,H01BA02,Desmopressin,target,AVPR2,agonist,1.0
2571,DB00035,H01BA02,Desmopressin,target,AVPR1A,agonist,1.0
2612,DB00035,H01BA02,Desmopressin,target,AVPR1B,agonist,1.0
2653,DB00035,H01BA02,Desmopressin,target,OXTR,agonist,1.0
2694,DB00036,B02BD08,Coagulation factor VIIa Recombinant Human,target,F10,activator,1.0
2695,DB00036,B02BD08,Coagulation factor VIIa Recombinant Human,target,F3,binder,1.0
2696,DB00038,L03AC02,Oprelvekin,target,IL11RA,agonist,1.0
2697,DB00039,V03AF08,Palifermin,target,FGFR2,agonist|binder,1.0
2698,DB00039,V03AF08,Palifermin,target,FGFR1,agonist,1.0
2699,DB00039,V03AF08,Palifermin,target,HSPG2,ligand,1.0
2700,DB00040,H04AA01,Glucagon,target,GCGR,agonist,1.0
2701,DB00040,H04AA01,Glucagon,target,GLP2R,agonist,1.0
2702,DB00040,H04AA01,Glucagon,target,GLP1R,agonist,1.0
2703,DB00041,L03AC01,Aldesleukin,target,IL2RB,agonist|modulator,1.0
2704,DB00041,L03AC01,Aldesleukin,target,IL2RA,agonist|modulator,1.0
2705,DB00041,L03AC01,Aldesleukin,target,IL2RG,agonist,1.0
2706,DB00041,L03AC01,Aldesleukin,target,IL2,modulator,1.0
2707,DB00041,L03AC01,Aldesleukin,enzyme,CYP3A4,inhibitor,1.0
2708,DB00042,M03AX01,Botulinum toxin type B,target,VAMP2,binder,1.0
2709,DB00042,M03AX01,Botulinum toxin type B,target,VAMP1,binder,1.0
2710,DB00042,M03AX01,Botulinum toxin type B,target,SYT2,inhibitor|cleavage,1.0
2711,DB00043,R03DX05,Omalizumab,target,IGHE,antibody|neutralizer,1.0
2712,DB00043,R03DX05,Omalizumab,target,FCER1G,modulator,1.0
2713,DB00044,G03GA07,Lutropin alfa,target,LHCGR,agonist,1.0
2714,DB00045,,Lyme disease vaccine (recombinant OspA),target,TLR2,other/unknown,1.0
2715,DB00046,A10AC04,Insulin lispro,target,INSR,agonist,1.0
2735,DB00046,A10AB04,Insulin lispro,target,INSR,agonist,1.0
2755,DB00046,A10AD04,Insulin lispro,target,INSR,agonist,1.0
2775,DB00046,A10AC04,Insulin lispro,target,IGF1R,activator,1.0
2795,DB00046,A10AB04,Insulin lispro,target,IGF1R,activator,1.0
2815,DB00046,A10AD04,Insulin lispro,target,IGF1R,activator,1.0
2835,DB00046,A10AC04,Insulin lispro,enzyme,CYP1A2,inducer,1.0
2855,DB00046,A10AB04,Insulin lispro,enzyme,CYP1A2,inducer,1.0
2875,DB00046,A10AD04,Insulin lispro,enzyme,CYP1A2,inducer,1.0
2895,DB00047,A10AE54,Insulin glargine,target,INSR,agonist,1.0
2896,DB00047,A10AE04,Insulin glargine,target,INSR,agonist,1.0
2923,DB00047,A10AE54,Insulin glargine,target,INS,modulator,1.0
2924,DB00047,A10AE04,Insulin glargine,target,INS,modulator,1.0
2951,DB00047,A10AE54,Insulin glargine,target,IGF1R,activator,1.0
2952,DB00047,A10AE04,Insulin glargine,target,IGF1R,activator,1.0
2979,DB00047,A10AE54,Insulin glargine,enzyme,CYP1A2,inducer,1.0
2980,DB00047,A10AE04,Insulin glargine,enzyme,CYP1A2,inducer,1.0
3007,DB00048,D03BA02,Collagenase clostridium histolyticum,target,COL1A1,cleavage,1.0
3008,DB00048,M09AB02,Collagenase clostridium histolyticum,target,COL1A1,cleavage,1.0
3009,DB00048,D03BA52,Collagenase clostridium histolyticum,target,COL1A1,cleavage,1.0
3010,DB00048,D03BA02,Collagenase clostridium histolyticum,target,COL2A1,cleavage,1.0
3011,DB00048,M09AB02,Collagenase clostridium histolyticum,target,COL2A1,cleavage,1.0
3012,DB00048,D03BA52,Collagenase clostridium histolyticum,target,COL2A1,cleavage,1.0
3013,DB00048,D03BA02,Collagenase clostridium histolyticum,target,COL3A1,cleavage,1.0
3014,DB00048,M09AB02,Collagenase clostridium histolyticum,target,COL3A1,cleavage,1.0
3015,DB00048,D03BA52,Collagenase clostridium histolyticum,target,COL3A1,cleavage,1.0
3016,DB00049,V03AF07,Rasburicase,target,,metabolizer,1.0
3041,DB00049,M04AX01,Rasburicase,target,,metabolizer,1.0
3066,DB00050,H01CC02,Cetrorelix,target,GNRHR,antagonist,1.0
3072,DB00051,L04AB04,Adalimumab,target,TNF,inhibitor|antibody,1.0
3073,DB00052,H01AC01,Somatotropin,target,GHR,ligand,0.0
3074,DB00052,H01AC01,Somatotropin,target,PRLR,ligand,0.0
3075,DB00052,H01AC01,Somatotropin,enzyme,CYP1A2,inducer,0.0
3076,DB00052,H01AC01,Somatotropin,enzyme,CYP2C19,inhibitor,0.0
3077,DB00053,A16AB02,Imiglucerase,target,,other/unknown,1.0
3078,DB00054,B01AC13,Abciximab,target,ITGB3,antagonist,1.0
3079,DB00054,B01AC13,Abciximab,target,ITGA2B,antagonist,1.0
3080,DB00054,B01AC13,Abciximab,target,FCGR2A,,1.0
3081,DB00054,B01AC13,Abciximab,target,FCGR2B,,1.0
3082,DB00054,B01AC13,Abciximab,target,VTN,,1.0
3083,DB00055,B01AD10,Drotrecogin alfa,target,F8,inhibitor,1.0
3084,DB00055,B01AD10,Drotrecogin alfa,target,F5,inhibitor,1.0
3085,DB00055,B01AD10,Drotrecogin alfa,target,SERPINE1,,1.0
3086,DB00055,B01AD10,Drotrecogin alfa,target,THBD,,1.0
3087,DB00055,B01AD10,Drotrecogin alfa,target,PROS1,,1.0
3088,DB00055,B01AD10,Drotrecogin alfa,target,F2,,1.0
3089,DB00055,B01AD10,Drotrecogin alfa,target,PF4,,1.0
3090,DB00055,B01AD10,Drotrecogin alfa,target,SERPINA5,,1.0
3091,DB00055,B01AD10,Drotrecogin alfa,target,SERPINB6,,1.0
3092,DB00055,B01AD10,Drotrecogin alfa,target,PROCR,,1.0
3093,DB00056,L01FX02,Gemtuzumab ozogamicin,target,CD33,antibody|regulator,1.0
3094,DB00056,L01FX02,Gemtuzumab ozogamicin,target,FCGR3B,binder,1.0
3095,DB00056,L01FX02,Gemtuzumab ozogamicin,target,FCGR3A,binder,1.0
3096,DB00056,L01FX02,Gemtuzumab ozogamicin,target,FCGR1A,binder,1.0
3097,DB00057,V09IB02,Indium In-111 satumomab pendetide,target,,other/unknown,1.0
3098,DB00058,B02AB02,Alpha-1-proteinase inhibitor,target,ELANE,inhibitor,1.0
3099,DB00059,L01XX24,Pegaspargase,target,,substrate,1.0
3100,DB00060,L03AB07,Interferon beta-1a,target,IFNAR1,agonist,1.0
3101,DB00060,L03AB07,Interferon beta-1a,target,IFNAR2,agonist,1.0
3102,DB00060,L03AB07,Interferon beta-1a,target,IFNB1,modulator,1.0
3103,DB00060,L03AB07,Interferon beta-1a,enzyme,CYP1A2,inhibitor,1.0
3104,DB00061,L03AX04,Pegademase,target,,metabolizer,1.0
3105,DB00061,L03AX04,Pegademase,target,GRB2,binder,1.0
3106,DB00062,B05AA01,Albumin human,target,,binder,1.0
3107,DB00063,B01AC16,Eptifibatide,target,ITGB3,modulator,1.0
3155,DB00063,B01AC16,Eptifibatide,target,ITGA2B,modulator,1.0
3203,DB00063,B01AC16,Eptifibatide,target,CACNA2D1,antagonist,1.0
3251,DB00065,L04AB02,Infliximab,target,TNF,inhibitor,1.0
3252,DB00066,G03GA06,Follitropin,target,FSHR,agonist,1.0
3253,DB00066,G03GA10,Follitropin,target,FSHR,agonist,1.0
3254,DB00066,G03GA05,Follitropin,target,FSHR,agonist,1.0
3255,DB00067,,Vasopressin,target,AVPR2,agonist|regulator,1.0
3256,DB00067,,Vasopressin,target,AVPR1A,agonist|regulator,1.0
3257,DB00067,,Vasopressin,target,AVPR1B,agonist,1.0
3258,DB00067,,Vasopressin,target,OXTR,agonist,1.0
3259,DB00068,L03AB08,Interferon beta-1b,target,IFNAR1,agonist,1.0
3260,DB00068,L03AB08,Interferon beta-1b,target,IFNAR2,agonist,1.0
3261,DB00068,L03AB08,Interferon beta-1b,enzyme,CYP1A2,inhibitor,1.0
3262,DB00069,L03AB09,Interferon alfacon-1,target,IFNAR1,binder,1.0
3263,DB00069,L03AB09,Interferon alfacon-1,target,IFNAR2,binder,1.0
3264,DB00069,L03AB09,Interferon alfacon-1,enzyme,CYP1A2,inhibitor,1.0
3265,DB00070,,Hyaluronidase (ovine),target,TGFB1,inhibitor,1.0
3266,DB00071,A10AC03,Insulin pork,target,INSR,binder,1.0
3311,DB00071,A10AB03,Insulin pork,target,INSR,binder,1.0
3356,DB00071,A10AE03,Insulin pork,target,INSR,binder,1.0
3401,DB00071,A10AD03,Insulin pork,target,INSR,binder,1.0
3446,DB00071,A10AC03,Insulin pork,target,IGF1R,,1.0
3491,DB00071,A10AB03,Insulin pork,target,IGF1R,,1.0
3536,DB00071,A10AE03,Insulin pork,target,IGF1R,,1.0
3581,DB00071,A10AD03,Insulin pork,target,IGF1R,,1.0
3626,DB00071,A10AC03,Insulin pork,enzyme,CYP1A2,inducer,1.0
3671,DB00071,A10AB03,Insulin pork,enzyme,CYP1A2,inducer,1.0
3716,DB00071,A10AE03,Insulin pork,enzyme,CYP1A2,inducer,1.0
3761,DB00071,A10AD03,Insulin pork,enzyme,CYP1A2,inducer,1.0
3806,DB00072,L01FD01,Trastuzumab,target,ERBB2,binder|antibody,1.0
3807,DB00072,L01FY01,Trastuzumab,target,ERBB2,binder|antibody,1.0
3808,DB00073,L01FA01,Rituximab,target,MS4A1,antibody|regulator,1.0
3809,DB00074,L04AC02,Basiliximab,target,IL2RA,antibody,1.0
3810,DB00074,L04AC02,Basiliximab,target,IL2RB,antibody,1.0
3811,DB00075,L04AG01,Muromonab,target,CD3D,,1.0
3812,DB00075,L04AG01,Muromonab,target,CD3E,binder,1.0
3813,DB00075,L04AG01,Muromonab,target,CD3G,,1.0
3814,DB00075,L04AG01,Muromonab,target,CD247,,1.0
3815,DB00075,L04AG01,Muromonab,target,FCGR3B,,1.0
3816,DB00076,V03AB24,Digoxin Immune Fab (Ovine),target,,neutralizer,1.0
3817,DB00078,V10XX02,Ibritumomab tiuxetan,target,MS4A1,antibody|regulator,1.0
3818,DB00080,J01XX09,Daptomycin,target,,incorporation into and destabilization,1.0
3965,DB00080,J01XX09,Daptomycin,target,folP,binder,1.0
4112,DB00081,V10XA53,Tositumomab,target,MS4A1,antibody,1.0
4113,DB00081,V10XA53,Tositumomab,target,FCGR2B,,1.0
4114,DB00082,H01AX01,Pegvisomant,target,GHR,antagonist,1.0
4115,DB00082,H01AX01,Pegvisomant,enzyme,CYP3A4,inducer,1.0
4116,DB00083,M03AX01,Botulinum toxin type A,target,SNAP25,inhibitor,1.0
4117,DB00083,M03AX01,Botulinum toxin type A,target,RHOB,inhibitor,1.0
4118,DB00085,A09AA02,Pancrelipase,target,,cleavage,1.0
4121,DB00086,B01AD01,Streptokinase,target,PLG,activator,1.0
4122,DB00086,B06AA55,Streptokinase,target,PLG,activator,1.0
4123,DB00086,B01AD01,Streptokinase,target,F2R,activator,1.0
4124,DB00086,B06AA55,Streptokinase,target,F2R,activator,1.0
4125,DB00087,L04AG06,Alemtuzumab,target,CD52,antibody,1.0
4126,DB00087,L04AG06,Alemtuzumab,target,FCGR3B,binder,1.0
4127,DB00087,L04AG06,Alemtuzumab,target,FCGR3A,binder,1.0
4128,DB00087,L04AG06,Alemtuzumab,target,FCGR1A,binder,1.0
4129,DB00087,L04AG06,Alemtuzumab,target,FCGR2A,binder,1.0
4130,DB00087,L04AG06,Alemtuzumab,target,FCGR2B,binder,1.0
4131,DB00087,L04AG06,Alemtuzumab,target,FCGR2C,binder,1.0
4132,DB00088,A16AB01,Alglucerase,target,,other/unknown,1.0
4133,DB00089,V09IB04,Capromab pendetide,target,FOLH1,other/unknown,1.0
4134,DB00090,A16AB05,Laronidase,target,,other/unknown,1.0
4135,DB00091,L04AD01,Cyclosporine,target,CAMLG,binder,0.0
4399,DB00091,S01XA18,Cyclosporine,target,CAMLG,binder,0.0
4663,DB00091,L04AD01,Cyclosporine,target,PPP3R2,inhibitor,0.0
4927,DB00091,S01XA18,Cyclosporine,target,PPP3R2,inhibitor,0.0
5191,DB00091,L04AD01,Cyclosporine,target,PPIA,inhibitor|binder,0.0
5455,DB00091,S01XA18,Cyclosporine,target,PPIA,inhibitor|binder,0.0
5719,DB00091,L04AD01,Cyclosporine,target,PPIF,binder,0.0
5983,DB00091,S01XA18,Cyclosporine,target,PPIF,binder,0.0
6247,DB00091,L04AD01,Cyclosporine,target,PPP3CA,inhibitor,0.0
6511,DB00091,S01XA18,Cyclosporine,target,PPP3CA,inhibitor,0.0
6775,DB00091,L04AD01,Cyclosporine,enzyme,CYP2C19,inhibitor,0.0
7039,DB00091,S01XA18,Cyclosporine,enzyme,CYP2C19,inhibitor,0.0
7303,DB00091,L04AD01,Cyclosporine,enzyme,CYP2D6,inhibitor,0.0
7567,DB00091,S01XA18,Cyclosporine,enzyme,CYP2D6,inhibitor,0.0
7831,DB00091,L04AD01,Cyclosporine,enzyme,CYP3A5,substrate,0.0
8095,DB00091,S01XA18,Cyclosporine,enzyme,CYP3A5,substrate,0.0
8359,DB00091,L04AD01,Cyclosporine,enzyme,CYP3A4,substrate|inhibitor,1.0
8623,DB00091,S01XA18,Cyclosporine,enzyme,CYP3A4,substrate|inhibitor,1.0
8887,DB00092,L04AA15,Alefacept,target,CD2,inhibitor|antibody|regulator,1.0
8888,DB00092,L04AA15,Alefacept,target,CD58,modulator,1.0
8889,DB00092,L04AA15,Alefacept,target,FCGR3A,,1.0
8890,DB00092,L04AA15,Alefacept,target,FCGR3B,,1.0
8891,DB00093,,Felypressin,target,AVPR1A,agonist,1.0
8892,DB00094,G03GA04,Urofollitropin,target,FSHR,agonist,1.0
8998,DB00095,L04AG02,Efalizumab,target,ITGAX,antibody,1.0
8999,DB00095,L04AG02,Efalizumab,target,ITGAL,antibody,1.0
9000,DB00097,G03GA08,Choriogonadotropin alfa,target,FSHR,binder,1.0
9001,DB00097,G03GA08,Choriogonadotropin alfa,target,LHCGR,agonist,1.0
9002,DB00098,L04AA04,Antithymocyte immunoglobulin (rabbit),target,MR1,antagonist,1.0
9003,DB00098,L04AA04,Antithymocyte immunoglobulin (rabbit),target,CD86,binder,1.0
9004,DB00098,L04AA04,Antithymocyte immunoglobulin (rabbit),target,FCGR2B,inducer,1.0
9005,DB00098,L04AA04,Antithymocyte immunoglobulin (rabbit),target,ITGAL,inducer,1.0
9006,DB00098,L04AA04,Antithymocyte immunoglobulin (rabbit),target,ITGAV,inducer,1.0
9007,DB00098,L04AA04,Antithymocyte immunoglobulin (rabbit),target,ITGB1,inducer,1.0
9008,DB00098,L04AA04,Antithymocyte immunoglobulin (rabbit),target,ITGB3,inducer,1.0
9009,DB00098,L04AA04,Antithymocyte immunoglobulin (rabbit),target,CD1A,inhibitor,1.0
9010,DB00098,L04AA04,Antithymocyte immunoglobulin (rabbit),target,CD4,inducer,1.0
9011,DB00099,L03AA02,Filgrastim,target,CSF3R,stimulator,1.0
9012,DB00100,,Coagulation Factor IX (Recombinant),target,F10,activator,1.0
9013,DB00100,,Coagulation Factor IX (Recombinant),target,F11,ligand,1.0
9014,DB00100,,Coagulation Factor IX (Recombinant),target,F7,ligand,1.0
9015,DB00100,,Coagulation Factor IX (Recombinant),target,F8,cofactor,1.0
9016,DB00100,,Coagulation Factor IX (Recombinant),target,LRP1,binder,1.0
9017,DB00100,,Coagulation Factor IX (Recombinant),target,GGCX,substrate,1.0
9018,DB00102,D03AX06,Becaplermin,target,PDGFRB,agonist,1.0
9019,DB00102,A01AD08,Becaplermin,target,PDGFRB,agonist,1.0
9020,DB00102,D03AX06,Becaplermin,target,PDGFRA,agonist,1.0
