flat,drug_name,side_effect_se,freq_mean_y
CID100060852,ibandronate,Cystitis,0.025750000000000002
CID100060852,ibandronate,Bladder pain,0.025750000000000002
CID100060852,ibandronate,Depression,0.01625
CID100060852,ibandronate,Dermatitis,0.019083333333333334
CID100060852,ibandronate,Diarrhoea,0.04009100272727273
CID100060852,ibandronate,Dizziness,0.025171225000000002
CID100060852,ibandronate,Dyspepsia,0.06701402307692307
CID100060852,ibandronate,Endophthalmitis,0.0005
CID100060852,ibandronate,Panophthalmitis,0.0005
CID100060852,ibandronate,Episcleritis,0.0005
CID100060852,ibandronate,Oesophagitis,0.01409961
CID100060852,ibandronate,Rash,0.019083333333333334
CID100060852,ibandronate,Eye disorder,0.0005
CID100060852,ibandronate,Fatigue,0.01975
CID100060852,ibandronate,Femur fracture,0.0005
CID100060852,ibandronate,Multiple fractures,0.0005
CID100060852,ibandronate,Fracture,0.0005
CID100060852,ibandronate,Gastritis,0.02
CID100060852,ibandronate,Gastroenteritis,0.02475
CID100060852,ibandronate,Gastrointestinal disorder,0.0005
CID100060852,ibandronate,Headache,0.04530735
CID100060852,ibandronate,Hypercholesterolaemia,0.037
CID100060852,ibandronate,Hypersensitivity,0.0189
CID100060852,ibandronate,Hypertension,0.065
CID100060852,ibandronate,Hypocalcaemia,0.048482366666666665
CID100060852,ibandronate,Immune system disorder,0.0005
CID100060852,ibandronate,Inflammation,0.0005
CID100060852,ibandronate,Influenza,0.045767214285714286
CID100060852,ibandronate,Iritis,0.0005
CID100060852,ibandronate,Osteoarthritis,0.026777777777777775
CID100060852,ibandronate,Arthropathy,0.03475
CID100060852,ibandronate,Renal failure acute,0.0005
CID100060852,ibandronate,Muscle spasms,0.019
CID100060852,ibandronate,Musculoskeletal pain,0.0005
CID100060852,ibandronate,Nasopharyngitis,0.040400000000000005
CID100060852,ibandronate,Nausea,0.034050675
CID100060852,ibandronate,Scleritis,0.0005
CID100060852,ibandronate,Pain in extremity,0.0435
CID100060852,ibandronate,Pharyngitis,0.0225
CID100060852,ibandronate,Pneumonia,0.050499999999999996
CID100060852,ibandronate,Shock,0.0005
CID100060852,ibandronate,Skin disorder,0.0215
CID100060852,ibandronate,Stomatitis,0.0005
CID100060852,ibandronate,Tooth disorder,0.02754736
CID100060852,ibandronate,Upper respiratory tract infection,0.1597777777777778
CID100060852,ibandronate,Urinary tract infection,0.036222222222222225
CID100060852,ibandronate,Uveitis,0.0005
CID100060852,ibandronate,Angiopathy,0.068
CID100060852,ibandronate,Vertigo,0.028333333333333332
CID100060852,ibandronate,Vomiting,0.023938933333333332
CID100060852,ibandronate,Injury,0.0005
CID100060852,ibandronate,Oedema peripheral,0.016237849999999998
CID100060852,ibandronate,Blood creatinine increased,0.013053114999999999
CID100060852,ibandronate,Gamma-glutamyltransferase increased,0.016342615
CID100060852,ibandronate,Myalgia,0.031872938461538464
CID100060852,ibandronate,Radiculopathy,0.020499999999999997
CID100060852,ibandronate,Oropharyngeal discomfort,0.0197368
CID100060852,ibandronate,Oropharyngeal pain,0.0197368
CID100060852,ibandronate,Asthma,0.0005
CID100060852,ibandronate,Influenza like illness,0.026833333333333334
CID100060852,ibandronate,Nephropathy toxic,0.0005
CID100060852,ibandronate,Insomnia,0.017499999999999998
CID100060852,ibandronate,Osteonecrosis of jaw,0.0005
CID100060853,ziprasidone,Gastrointestinal pain,0.17500000000000002
CID100060853,ziprasidone,Abdominal pain,0.17500000000000002
CID100060853,ziprasidone,Albuminuria,0.0055
CID100060853,ziprasidone,Respiratory alkalosis,0.0005
CID100060853,ziprasidone,Alopecia,0.003
CID100060853,ziprasidone,Amblyopia,0.0005
CID100060853,ziprasidone,Amenorrhoea,0.0055
CID100060853,ziprasidone,Amnesia,0.505
CID100060853,ziprasidone,Anaemia,0.0055
CID100060853,ziprasidone,Hypochromic anaemia,0.0005
CID100060853,ziprasidone,Angina pectoris,0.0055
CID100060853,ziprasidone,Angioedema,0.0005
CID100060853,ziprasidone,Decreased appetite,0.13375
CID100060853,ziprasidone,Anxiety,0.023100000000000002
CID100060853,ziprasidone,Arrhythmia,0.0005
CID100060853,ziprasidone,Musculoskeletal discomfort,0.1052
CID100060853,ziprasidone,Asthenia,0.0216
CID100060853,ziprasidone,Ataxia,0.25525
CID100060853,ziprasidone,Atrial fibrillation,0.0055
CID100060853,ziprasidone,Back pain,0.005
CID100060853,ziprasidone,Mental disorder,0.0005
CID100060853,ziprasidone,Blepharitis,0.0055
CID100060853,ziprasidone,Breast disorder,0.0005
CID100060853,ziprasidone,Bundle branch block,0.0005
CID100060853,ziprasidone,Cerebral infarction,0.0005
CID100060853,ziprasidone,Chest pain,0.016833333333333336
CID100060853,ziprasidone,Confusional state,0.505
CID100060853,ziprasidone,Feeling abnormal,0.505
CID100060853,ziprasidone,Conjunctivitis,0.0055
CID100060853,ziprasidone,Constipation,0.0395
CID100060853,ziprasidone,Dysphagia,0.0063
CID100060853,ziprasidone,Dehydration,0.0055
CID100060853,ziprasidone,Delirium,0.505
CID100060853,ziprasidone,Dermatitis exfoliative,0.0055
CID100060853,ziprasidone,Dermatitis atopic,0.0005
CID100060853,ziprasidone,Dermatitis contact,0.0055
CID100060853,ziprasidone,Fungal skin infection,0.13875
CID100060853,ziprasidone,Diarrhoea,0.020033333333333334
CID100060853,ziprasidone,Diplopia,0.505
CID100060853,ziprasidone,Dizziness,0.0665952380952381
CID100060853,ziprasidone,Drooling,0.0055
CID100060853,ziprasidone,Osteoarthritis,0.17033333333333334
CID100060853,ziprasidone,Dysarthria,0.25525
CID100060853,ziprasidone,Dyskinesia,0.22157142857142859
CID100060853,ziprasidone,Dysmenorrhoea,0.01
CID100060853,ziprasidone,Dyspepsia,0.03328571428571429
CID100060853,ziprasidone,Dyspnoea,0.1121
CID100060853,ziprasidone,Dysuria,0.0055
CID100060853,ziprasidone,Ear pain,0.0005
CID100060853,ziprasidone,Ecchymosis,0.0055
CID100060853,ziprasidone,Eczema,0.0055
CID100060853,ziprasidone,Enuresis,0.0005
CID100060853,ziprasidone,Eosinophilia,0.0055
CID100060853,ziprasidone,Epistaxis,0.0055
CID100060853,ziprasidone,Rash,0.021
CID100060853,ziprasidone,Dermatitis,0.021
CID100060853,ziprasidone,Extrapyramidal disorder,0.12176470588235293
CID100060853,ziprasidone,Eye haemorrhage,0.0005
CID100060853,ziprasidone,Fatigue,0.01
CID100060853,ziprasidone,Faecalith,0.0005
CID100060853,ziprasidone,Faecaloma,0.0005
CID100060853,ziprasidone,Body temperature increased,0.25275
CID100060853,ziprasidone,Flank pain,0.505
CID100060853,ziprasidone,Flatulence,0.0055
CID100060853,ziprasidone,Furuncle,0.01
CID100060853,ziprasidone,Gastritis,0.0055
CID100060853,ziprasidone,Gastrooesophageal reflux disease,0.0005
CID100060853,ziprasidone,Gastrointestinal disorder,0.0005
CID100060853,ziprasidone,Gingival bleeding,0.0005
CID100060853,ziprasidone,Glycosuria,0.0055
CID100060853,ziprasidone,Gout,0.0005
CID100060853,ziprasidone,Gynaecomastia,0.0005
CID100060853,ziprasidone,Headache,0.084875
CID100060853,ziprasidone,Cardiac disorder,0.0005
CID100060853,ziprasidone,Cardiomegaly,0.0005
CID100060853,ziprasidone,Haematemesis,0.0005
CID100060853,ziprasidone,Haematuria,0.0055
CID100060853,ziprasidone,Haemoptysis,0.0005
CID100060853,ziprasidone,Hepatitis,0.0005
CID100060853,ziprasidone,Hepatomegaly,0.0005
CID100060853,ziprasidone,Hiccups,0.0005
CID100060853,ziprasidone,Hostility,0.505
CID100060853,ziprasidone,Hypercholesterolaemia,0.0055
CID100060853,ziprasidone,Hyperglycaemia,0.0055
CID100060853,ziprasidone,Hyperkalaemia,0.0005
CID100060853,ziprasidone,Hyperlipidaemia,0.0005
CID100060853,ziprasidone,Hypersensitivity,0.0005
CID100060853,ziprasidone,Hypertension,0.09816666666666667
CID100060853,ziprasidone,Hyperthyroidism,0.0005
CID100060853,ziprasidone,Hypoaesthesia,0.135125
CID100060853,ziprasidone,Hypocalcaemia,0.0005
CID100060853,ziprasidone,Hypoglycaemia,0.0005
CID100060853,ziprasidone,Hypokalaemia,0.0055
CID100060853,ziprasidone,Hyponatraemia,0.0005
CID100060853,ziprasidone,Hypoproteinaemia,0.0005
CID100060853,ziprasidone,Hypotension,0.0005
CID100060853,ziprasidone,Orthostatic hypotension,0.1133
CID100060853,ziprasidone,Hypothermia,0.505
CID100060853,ziprasidone,Body temperature decreased,0.505
CID100060853,ziprasidone,Hypothyroidism,0.0005
CID100060853,ziprasidone,Immune system disorder,0.0005
CID100060853,ziprasidone,Influenza,0.17166666666666666
CID100060853,ziprasidone,Eye pruritus,0.0005
CID100060853,ziprasidone,Jaundice,0.0005
CID100060853,ziprasidone,Jaundice cholestatic,0.0005
CID100060853,ziprasidone,Arthropathy,0.0005
CID100060853,ziprasidone,Keratitis,0.0005
CID100060853,ziprasidone,Ketosis,0.0005
CID100060853,ziprasidone,Laryngospasm,0.0005
CID100060853,ziprasidone,Lethargy,0.0055
CID100060853,ziprasidone,Leukocytosis,0.0055
CID100060853,ziprasidone,Leukopenia,0.0055
CID100060853,ziprasidone,Leukoplakia oral,0.0005
CID100060853,ziprasidone,Lymphoedema,0.0005
CID100060853,ziprasidone,Lymphocytosis,0.0005
CID100060853,ziprasidone,Melaena,0.0005
CID100060853,ziprasidone,Menorrhagia,0.0055
CID100060853,ziprasidone,Metrorrhagia,0.0055
CID100060853,ziprasidone,Muscle spasms,0.0055
CID100060853,ziprasidone,Hypertonia,0.17166666666666666
CID100060853,ziprasidone,Hypotonia,0.505
CID100060853,ziprasidone,Muscle relaxant therapy,0.505
CID100060853,ziprasidone,Myopathy,0.0005
CID100060853,ziprasidone,Myocarditis,0.0005
CID100060853,ziprasidone,Myoclonus,0.0005
CID100060853,ziprasidone,Nausea,0.06885714285714285
CID100060853,ziprasidone,Nervous system disorder,0.0005
CID100060853,ziprasidone,Neuroleptic malignant syndrome,0.0005
CID100060853,ziprasidone,Nightmare,0.0055
CID100060853,ziprasidone,Nocturia,0.0005
CID100060853,ziprasidone,Nystagmus,0.0005
CID100060853,ziprasidone,Oliguria,0.0005
CID100060853,ziprasidone,Pain in extremity,0.0055
CID100060853,ziprasidone,Palpitations,0.0055
CID100060853,ziprasidone,Paresis,0.0005
CID100060853,ziprasidone,Paraesthesia,0.132625
CID100060853,ziprasidone,Personality disorder,0.01
CID100060853,ziprasidone,Pharyngitis,0.02333333333333333
CID100060853,ziprasidone,Phlebitis,0.0005
CID100060853,ziprasidone,Pneumonia,0.0055
CID100060853,ziprasidone,Polycythaemia,0.0005
CID100060853,ziprasidone,Polyuria,0.0055
CID100060853,ziprasidone,Urine output increased,0.0055
CID100060853,ziprasidone,Priapism,0.0035
CID100060853,ziprasidone,Psoriasis,0.0005
CID100060853,ziprasidone,Psychotic disorder,0.005
CID100060853,ziprasidone,Pulmonary embolism,0.0005
CID100060853,ziprasidone,Respiratory tract infection,0.055
CID100060853,ziprasidone,Restless legs syndrome,0.0005
CID100060853,ziprasidone,Rhinitis,0.015099999999999999
CID100060853,ziprasidone,Scotoma,0.0005
CID100060853,ziprasidone,Salivary hypersecretion,0.013000000000000001
CID100060853,ziprasidone,Somnambulism,0.0005
CID100060853,ziprasidone,Speech disorder,0.006666666666666667
CID100060853,ziprasidone,Cerebrovascular accident,0.0005
CID100060853,ziprasidone,Withdrawal syndrome,0.505
CID100060853,ziprasidone,Hyperhidrosis,0.01
CID100060853,ziprasidone,Loss of consciousness,0.0005
CID100060853,ziprasidone,Shock,0.0005
CID100060853,ziprasidone,Syncope,0.0005
CID100060853,ziprasidone,Tachycardia,0.09025
CID100060853,ziprasidone,Tenosynovitis,0.0055
CID100060853,ziprasidone,Thirst,0.0055
CID100060853,ziprasidone,Thrombocytopenia,0.0005
CID100060853,ziprasidone,Thrombophlebitis,0.0005
CID100060853,ziprasidone,Thyroiditis,0.0005
CID100060853,ziprasidone,Tinnitus,0.0055
CID100060853,ziprasidone,Tooth disorder,0.005
CID100060853,ziprasidone,Torsade de pointes,0.0005
CID100060853,ziprasidone,Torticollis,0.0005
CID100060853,ziprasidone,Tremor,0.18200000000000002
CID100060853,ziprasidone,Trismus,0.0005
CID100060853,ziprasidone,Erythema,0.0005
CID100060853,ziprasidone,Urinary incontinence,0.003
CID100060853,ziprasidone,Urethral disorder,0.0005
CID100060853,ziprasidone,Urinary tract disorder,0.0005
CID100060853,ziprasidone,Urticaria,0.003833333333333333
CID100060853,ziprasidone,Uterine haemorrhage,0.0005
CID100060853,ziprasidone,Angiopathy,0.0005
CID100060853,ziprasidone,Vasodilation procedure,0.005
CID100060853,ziprasidone,Vertigo,0.25525
CID100060853,ziprasidone,Vomiting,0.07327777777777778
CID100060853,ziprasidone,Dry mouth,0.024875
CID100060853,ziprasidone,Urinary retention,0.0055
CID100060853,ziprasidone,Choreoathetosis,0.505
CID100060853,ziprasidone,Chills,0.505
CID100060853,ziprasidone,Atrioventricular block first degree,0.0005
CID100060853,ziprasidone,Bundle branch block right,0.0055
CID100060853,ziprasidone,Akinesia,0.25275
CID100060853,ziprasidone,Agitation,0.14536363636363636
CID100060853,ziprasidone,Photophobia,0.0055
CID100060853,ziprasidone,Oculogyric crisis,0.25525
CID100060853,ziprasidone,Oedema peripheral,0.0055
CID100060853,ziprasidone,Hyperchloraemia,0.0005
CID100060853,ziprasidone,Hypochloraemia,0.0005
CID100060853,ziprasidone,Monocytosis,0.0005
CID100060853,ziprasidone,Hypokinesia,0.25525
CID100060853,ziprasidone,Cataract,0.0055
CID100060853,ziprasidone,Panic attack,0.0005
CID100060853,ziprasidone,Buccoglossal syndrome,0.505
CID100060853,ziprasidone,Blood urea increased,0.0005
CID100060853,ziprasidone,Cogwheel rigidity,0.130125
CID100060853,ziprasidone,Blood creatine phosphokinase increased,0.0055
CID100060853,ziprasidone,Blood creatinine increased,0.0005
CID100060853,ziprasidone,Swelling face,0.0005
CID100060853,ziprasidone,Tongue oedema,0.0123
CID100060853,ziprasidone,Tongue disorder,0.0123
CID100060853,ziprasidone,Gamma-glutamyltransferase increased,0.0005
CID100060853,ziprasidone,Glucose tolerance decreased,0.0005
CID100060853,ziprasidone,Hypocholesterolaemia,0.0005
CID100060853,ziprasidone,Hypomagnesaemia,0.0005
CID100060853,ziprasidone,Injury,0.023333333333333334
CID100060853,ziprasidone,Galactorrhoea,0.0015
CID100060853,ziprasidone,Blood lactate dehydrogenase increased,0.003
CID100060853,ziprasidone,Hepatic steatosis,0.0005
CID100060853,ziprasidone,Liver function test abnormal,0.0005
CID100060853,ziprasidone,Opisthotonus,0.0005
CID100060853,ziprasidone,Injection site pain,0.073
CID100060853,ziprasidone,Paraesthesia oral,0.0005
CID100060853,ziprasidone,Blood alkaline phosphatase increased,0.0055
CID100060853,ziprasidone,Dermatitis bullous,0.0055
CID100060853,ziprasidone,Rash pustular,0.0055
CID100060853,ziprasidone,Hyperreflexia,0.0005
CID100060853,ziprasidone,Skin irritation,0.0005
CID100060853,ziprasidone,Joint stiffness,0.0055
CID100060853,ziprasidone,Photosensitivity reaction,0.505
CID100060853,ziprasidone,Skin disorder,0.0005
CID100060853,ziprasidone,Myalgia,0.17500000000000002
CID100060853,ziprasidone,Muscle twitching,0.505
CID100060853,ziprasidone,Increased appetite,0.0055
CID100060853,ziprasidone,Disturbance in attention,0.0055
CID100060853,ziprasidone,Flat affect,0.0005
CID100060853,ziprasidone,Bradykinesia,0.0055
CID100060853,ziprasidone,Anorgasmia,0.003
CID100060853,ziprasidone,Dizziness postural,0.0055
CID100060853,ziprasidone,Hepatic enzyme increased,0.0055
CID100060853,ziprasidone,Swollen tongue,0.0005
CID100060853,ziprasidone,Throat tightness,0.0055
CID100060853,ziprasidone,Hypomania,0.0005
CID100060853,ziprasidone,Erectile dysfunction,0.003
CID100060853,ziprasidone,Parkinsonism,0.008
CID100060853,ziprasidone,Oropharyngeal discomfort,0.0055
CID100060853,ziprasidone,Oropharyngeal pain,0.0055
CID100060853,ziprasidone,Rectal haemorrhage,0.0085
CID100060853,ziprasidone,Dry eye,0.0055
CID100060853,ziprasidone,Mania,0.0005
CID100060853,ziprasidone,Vision blurred,0.012
CID100060853,ziprasidone,Akathisia,0.0516
CID100060853,ziprasidone,Rash maculo-papular,0.0055
CID100060853,ziprasidone,Hyperkinesia,0.505
CID100060853,ziprasidone,VIIth nerve paralysis,0.0005
CID100060853,ziprasidone,Facial paresis,0.0005
CID100060853,ziprasidone,Bradycardia,0.0085
CID100060853,ziprasidone,Neuropathy peripheral,0.505
CID100060853,ziprasidone,Grand mal convulsion,0.0055
CID100060853,ziprasidone,Lymphadenopathy,0.0055
CID100060853,ziprasidone,Coordination abnormal,0.505
CID100060853,ziprasidone,Paralysis,0.0055
CID100060853,ziprasidone,Vertigo positional,0.0005
CID100060853,ziprasidone,Erection increased,0.0005
CID100060853,ziprasidone,Face oedema,0.3368333333333333
CID100060853,ziprasidone,Visual impairment,0.03341666666666667
CID100060853,ziprasidone,Bradyphrenia,0.0005
CID100060853,ziprasidone,Cough,0.02
CID100060853,ziprasidone,Gait disturbance,0.25525
CID100060853,ziprasidone,Tardive dyskinesia,0.003
CID100060853,ziprasidone,Serotonin syndrome,0.0005
CID100060853,ziprasidone,Acne,0.0055
CID100060853,ziprasidone,Basophilia,0.0005
CID100060853,ziprasidone,Blood uric acid increased,0.0005
CID100060853,ziprasidone,Hyperuricaemia,0.0005
CID100060853,ziprasidone,Thrombocytosis,0.0005
CID100060853,ziprasidone,Eosinophil count abnormal,0.0005
CID100060853,ziprasidone,Electrocardiogram QT prolonged,0.0005
CID100060853,ziprasidone,Hypersomnia,0.0055
CID100060853,ziprasidone,Insomnia,0.013300000000000001
CID100060853,ziprasidone,Sluggishness,0.0005
CID100060853,ziprasidone,Musculoskeletal stiffness,0.011
CID100060853,ziprasidone,Abdominal discomfort,0.01685
CID100060853,ziprasidone,Female sexual dysfunction,0.0005
CID100060853,ziprasidone,Male sexual dysfunction,0.0055
CID100060853,ziprasidone,Rash papular,0.0005
CID100060853,ziprasidone,Embolism venous,0.0005
CID100060853,ziprasidone,Eosinophil count increased,0.0005
CID100060853,ziprasidone,Somnolence,0.11611111111111111
CID100060853,ziprasidone,Ejaculation disorder,0.0055
CID100060853,ziprasidone,Feeling hot,0.0005
CID100060853,ziprasidone,Vaginal haemorrhage,0.0005
CID100060860,metaiodobenzylguanidine,Flushing,0.003
CID100060860,metaiodobenzylguanidine,Headache,0.004
CID100060860,metaiodobenzylguanidine,Hypersensitivity,0.0005
CID100060864,olopatadine,Gastrointestinal pain,0.0005
CID100060864,olopatadine,Abdominal pain,0.0005
CID100060864,olopatadine,Anosmia,0.0005
CID100060864,olopatadine,Asthenia,0.0076316249999999995
CID100060864,olopatadine,Cough,0.00934381
CID100060864,olopatadine,Dermatitis,0.0067114
CID100060864,olopatadine,Diarrhoea,0.0005
CID100060864,olopatadine,Dizziness,0.0005
CID100060864,olopatadine,Dysgeusia,0.034299924999999995
CID100060864,olopatadine,Epistaxis,0.016577133333333334
CID100060864,olopatadine,Rash,0.0067114
CID100060864,olopatadine,Fatigue,0.0076316249999999995
CID100060864,olopatadine,Body temperature increased,0.0117619
CID100060864,olopatadine,Headache,0.028421733333333334
CID100060864,olopatadine,Hypersensitivity,0.0005
CID100060864,olopatadine,Influenza,0.005102115
CID100060864,olopatadine,White blood cell disorder,0.0005
CID100060864,olopatadine,Nasopharyngitis,0.0076316249999999995
CID100060864,olopatadine,Nausea,0.0005
CID100060864,olopatadine,Upper-airway cough syndrome,0.01188195
CID100060864,olopatadine,Thirst,0.0005
CID100060864,olopatadine,Urinary tract infection,0.00849201
CID100060864,olopatadine,Dry mouth,0.005102115
CID100060864,olopatadine,Malaise,0.0005
CID100060864,olopatadine,Discomfort,0.0005
CID100060864,olopatadine,Feeling abnormal,0.0005
CID100060864,olopatadine,Ill-defined disorder,0.0005
CID100060864,olopatadine,Throat irritation,0.004258945
CID100060864,olopatadine,Nasal discomfort,0.0005
CID100060864,olopatadine,Laryngeal pain,0.0178186
CID100060864,olopatadine,Oropharyngeal pain,0.0005
CID100060864,olopatadine,Hyposmia,0.0005
CID100060864,olopatadine,Somnolence,0.00413019
CID100060867,levosimendan,Mental disorder,0.505
CID100060867,levosimendan,Gastrointestinal disorder,0.505
CID100060867,levosimendan,Cardiac disorder,0.55
CID100060867,levosimendan,Nervous system disorder,0.55
CID100060867,levosimendan,Angiopathy,0.55
CID100060867,levosimendan,Malnutrition,0.505
CID100060871,adefovir,Gastrointestinal pain,0.176375
CID100060871,adefovir,Abdominal pain,0.176375
CID100060871,adefovir,Asthenia,0.1741
CID100060871,adefovir,Connective tissue disorder,0.0005
CID100060871,adefovir,Diarrhoea,0.143875
CID100060871,adefovir,Dyspepsia,0.138875
CID100060871,adefovir,Rash,0.25275
CID100060871,adefovir,Dermatitis,0.25275
CID100060871,adefovir,Fanconi syndrome,0.0005
CID100060871,adefovir,Renal tubular disorder,0.0005
CID100060871,adefovir,Flatulence,0.146375
CID100060871,adefovir,Multiple fractures,0.0005
CID100060871,adefovir,Fracture,0.0005
CID100060871,adefovir,Gastrointestinal disorder,0.0005
CID100060871,adefovir,Glycosuria,0.02
CID100060871,adefovir,Headache,0.173875
CID100060871,adefovir,Haematuria,0.10500000000000001
CID100060871,adefovir,Hepatitis,0.0005
CID100060871,adefovir,Hepatocellular injury,0.0005
CID100060871,adefovir,Liver disorder,0.0005
CID100060871,adefovir,Foetor hepaticus,0.0005
CID100060871,adefovir,Myopathy,0.0005
CID100060871,adefovir,Nausea,0.158875
CID100060871,adefovir,Nervous system disorder,0.0005
CID100060871,adefovir,Osteomalacia,0.0005
CID100060871,adefovir,Pancreatitis,0.0005
CID100060871,adefovir,Pruritus,0.25275
CID100060871,adefovir,Renal failure,0.2023
CID100060871,adefovir,Urethral disorder,0.0005
CID100060871,adefovir,Urinary tract disorder,0.0005
CID100060871,adefovir,Vomiting,0.25275
CID100060871,adefovir,Hypophosphataemia,0.25275
CID100060871,adefovir,Blood creatinine increased,0.20683333333333334
CID100060871,adefovir,Renal impairment,0.126625
CID100060871,adefovir,Bone pain,0.0005
CID100060871,adefovir,Malnutrition,0.0005
CID100060871,adefovir,Skin disorder,0.0005
CID100060871,adefovir,Hepatobiliary disease,0.0005
CID100060871,adefovir,Hepatitis B e antigen positive,0.0005
CID100060871,adefovir,Nephropathy toxic,0.0005
CID100060877,emtricitabine,Gastrointestinal pain,0.2018333333333333
CID100060877,emtricitabine,Abdominal pain,0.2018333333333333
CID100060877,emtricitabine,Lactic acidosis,0.0005
CID100060877,emtricitabine,Anaemia,0.04275
CID100060877,emtricitabine,Angioedema,0.003
CID100060877,emtricitabine,Asthenia,0.2182
CID100060877,emtricitabine,Autoimmune disorder,0.0005
CID100060877,emtricitabine,Mental disorder,0.0005
CID100060877,emtricitabine,Infection,0.2935
CID100060877,emtricitabine,Connective tissue disorder,0.0005
CID100060877,emtricitabine,Depression,0.07
CID100060877,emtricitabine,Diarrhoea,0.18810000000000002
CID100060877,emtricitabine,Dizziness,0.19183333333333333
CID100060877,emtricitabine,Dyspepsia,0.25275
CID100060877,emtricitabine,Rash,0.201375
CID100060877,emtricitabine,Dermatitis,0.201375
CID100060877,emtricitabine,Fasting,0.13
CID100060877,emtricitabine,Fatigue,0.08
CID100060877,emtricitabine,Body temperature increased,0.09025
CID100060877,emtricitabine,Gastroenteritis,0.11
CID100060877,emtricitabine,Gastrointestinal disorder,0.0005
CID100060877,emtricitabine,Glycosuria,0.01
CID100060877,emtricitabine,Basedow's disease,0.0005
CID100060877,emtricitabine,Headache,0.175625
CID100060877,emtricitabine,Haematuria,0.025
CID100060877,emtricitabine,Hepatitis,0.0005
CID100060877,emtricitabine,Hepatomegaly,0.0005
CID100060877,emtricitabine,Hyperbilirubinaemia,0.25275
CID100060877,emtricitabine,Hypercholesterolaemia,0.0005
CID100060877,emtricitabine,Hyperglycaemia,0.133875
CID100060877,emtricitabine,Hypersensitivity,0.25275
CID100060877,emtricitabine,Hypertriglyceridaemia,0.25275
CID100060877,emtricitabine,Blood triglycerides increased,0.25275
CID100060877,emtricitabine,Breast enlargement,0.0005
CID100060877,emtricitabine,Immune system disorder,0.0005
CID100060877,emtricitabine,Inflammation,0.0005
CID100060877,emtricitabine,Insulin resistance,0.0005
CID100060877,emtricitabine,Lipodystrophy acquired,0.0005
CID100060877,emtricitabine,Nasopharyngitis,0.03
CID100060877,emtricitabine,Nausea,0.180125
CID100060877,emtricitabine,Nervous system disorder,0.0005
CID100060877,emtricitabine,Neutropenia,0.25275
CID100060877,emtricitabine,Opportunistic infection,0.0005
CID100060877,emtricitabine,Osteonecrosis,0.0005
CID100060877,emtricitabine,Otitis media,0.23
CID100060877,emtricitabine,Pain,0.25275
CID100060877,emtricitabine,Pancreatitis,0.0005
CID100060877,emtricitabine,Pneumonia,0.15
CID100060877,emtricitabine,Pruritus,0.25275
CID100060877,emtricitabine,Renal failure,0.0005
CID100060877,emtricitabine,Rhinitis,0.2
CID100060877,emtricitabine,Sinusitis,0.04
CID100060877,emtricitabine,Thrombocytopenia,0.0005
CID100060877,emtricitabine,Upper respiratory tract infection,0.05
CID100060877,emtricitabine,Urticaria,0.25275
CID100060877,emtricitabine,Vomiting,0.196375
CID100060877,emtricitabine,Rash pustular,0.25275
CID100060877,emtricitabine,Amylase increased,0.25275
CID100060877,emtricitabine,Dermatitis bullous,0.25275
CID100060877,emtricitabine,Alanine aminotransferase increased,0.25275
CID100060877,emtricitabine,Skin discolouration,0.2745
CID100060877,emtricitabine,Malnutrition,0.0005
CID100060877,emtricitabine,Skin hyperpigmentation,0.16025
CID100060877,emtricitabine,Skin disorder,0.0005
CID100060877,emtricitabine,Renal impairment,0.0005
CID100060877,emtricitabine,Abnormal dreams,0.25275
CID100060877,emtricitabine,Hepatobiliary disease,0.0005
CID100060877,emtricitabine,Rash maculo-papular,0.25275
CID100060877,emtricitabine,Lipohypertrophy,0.0005
CID100060877,emtricitabine,Cough,0.28
CID100060877,emtricitabine,Hyperlactacidaemia,0.0005
CID100060877,emtricitabine,Insomnia,0.19183333333333333
CID100060877,emtricitabine,Hepatic steatosis,0.0005
CID100060878,eprosartan,Gastrointestinal pain,0.015
CID100060878,eprosartan,Abdominal pain,0.015
CID100060878,eprosartan,Arthralgia,0.015
CID100060878,eprosartan,Musculoskeletal discomfort,0.015000000000000001
CID100060878,eprosartan,Asthenia,0.015000000000000001
CID100060878,eprosartan,Cough,0.035
CID100060878,eprosartan,Depression,0.005
CID100060878,eprosartan,Fatigue,0.015
CID100060878,eprosartan,Hypertriglyceridaemia,0.005
CID100060878,eprosartan,Blood triglycerides increased,0.005
CID100060878,eprosartan,Pharyngitis,0.035
CID100060878,eprosartan,Rhinitis,0.035
CID100060878,eprosartan,Upper respiratory tract infection,0.065
CID100060878,eprosartan,Urinary tract infection,0.005
CID100060878,eprosartan,Viral infection,0.015
CID100060953,capecitabine,Gastrointestinal pain,0.118125
CID100060953,capecitabine,Abdominal pain,0.118125
CID100060953,capecitabine,Agranulocytosis,0.3873333333333333
CID100060953,capecitabine,Alopecia,0.16416666666666666
CID100060953,capecitabine,Anaemia,0.3325
CID100060953,capecitabine,Decreased appetite,0.1013157894736842
CID100060953,capecitabine,Arthralgia,0.07333333333333333
CID100060953,capecitabine,Musculoskeletal discomfort,0.08888888888888888
CID100060953,capecitabine,Arthritis,0.001
CID100060953,capecitabine,Ascites,0.001
CID100060953,capecitabine,Asthenia,0.15742424242424244
CID100060953,capecitabine,Asthma,0.002
CID100060953,capecitabine,Ataxia,0.0045000000000000005
CID100060953,capecitabine,Back pain,0.059166666666666666
CID100060953,capecitabine,Coagulopathy,0.001
